sentence	provenance
The collection and manipulation of big data not only create considerable values, but also raise serious privacy concerns.	Semantic Scholar
To protect the huge amount of potentially sensitive data, a straightforward approach is to encrypt data with specialized cryptographic tools.	Semantic Scholar
However, it is challenging to utilize or operate on encrypted data, especially to perform machine learning algorithms.	Semantic Scholar
In this paper, we investigate the problem of training high quality word vectors over large-scale encrypted data (from distributed data owners) with the privacy-preserving collaborative neural network learning algorithms.	Semantic Scholar
We leverage and also design a suite of arithmetic primitives (e.g., multiplication, fixed-point representation, sigmoid function computation, etc.)	Semantic Scholar
on encrypted data, served as components of our construction.	Semantic Scholar
We theoretically analyze the security and efficiency of our proposed construction, and conduct extensive experiments on representative real-world datasets to verify its practicality and effectiveness.	Semantic Scholar
unknown	Semantic Scholar
Roboticists aim to segment robot actions into a sequence of motion primitives to simplify the robot programming phase.	Semantic Scholar
Choreographers aim to capture the essence of human body movements within a sequence of symbols that can be understood by dancers.	Semantic Scholar
To that extent, roboticists and choreographers pursue the same quest.	Semantic Scholar
We have undertaken a pluridisciplinary approach, combining a dance notation system (the Kinetography Laban system) with a robot programming system [the Stack of Task (SoT)].	Semantic Scholar
Motion scores are used instead of quantitative data to compare and enlighten differences in robot and human movements.	Semantic Scholar
We then discuss plausible origins of these differences, taking into account the implicit rules of the Kinetography Laban system on how a movement is executed by humans.	Semantic Scholar
This comparison, in the light of the Kinetography Laban system, opens some challenging questions related to motion segmentation and motion naturalness.	Semantic Scholar
The explosive growth in popularity of social networking leads to the problematic usage.	Semantic Scholar
An increasing number of social network mental disorders (SNMDs), such as Cyber-Relationship Addiction, Information Overload, and Net Compulsion, have been recently noted.	Semantic Scholar
Symptoms of these mental disorders are usually observed passively today, resulting in delayed clinical intervention.	Semantic Scholar
In this paper, we argue that mining online social behavior provides an opportunity to actively identify SNMDs at an early stage.	Semantic Scholar
It is challenging to detect SNMDs because the mental status cannot be directly observed from online social activity logs.	Semantic Scholar
Our approach, new and innovative to the practice of SNMD detection, does not rely on self-revealing of those mental factors via questionnaires in Psychology.	Semantic Scholar
Instead, we propose a machine learning framework, namely, Social Network Mental Disorder Detection (SNMDD), that exploits features extracted from social network data to accurately identify potential cases of SNMDs.	Semantic Scholar
We also exploit multi-source learning in SNMDD and propose a new SNMD-based Tensor Model (STM) to improve the accuracy.	Semantic Scholar
To increase the scalability of STM, we further improve the efficiency with performance guarantee.	Semantic Scholar
Our framework is evaluated via a user study with 3,126 online social network users.	Semantic Scholar
We conduct a feature analysis, and also apply SNMDD on large-scale datasets and analyze the characteristics of the three SNMD types.	Semantic Scholar
The results manifest that SNMDD is promising for identifying online social network users with potential SNMDs.	Semantic Scholar
Humanoid robots are expected to be integrated into daily life.	Semantic Scholar
This requires the robots to perform humanlike actions that are easily understandable byhumans.	Semantic Scholar
Learning by imitation is an effective framework that enables the robots to generate the same motions that humans do.	Semantic Scholar
However, it is generally not useful for the robots to generate motions that are precisely the same as learned motions because the environment is likely to be different from the environment where the motions were learned.	Semantic Scholar
The humanoid robot should synthesize motions that are adaptive to the current environment by modifying learned motions.	Semantic Scholar
Previous research encoded captured human whole-body motions into hidden Markov models, which are hereafter referred to as motion primitives, and generated human-like motions based on the acquired motion primitives.	Semantic Scholar
The contact between the body and the environment also needs to be controlled, so that the humanoid robot’s whole-bodymotion can be realized in its current environment.	Semantic Scholar
This paper proposes a novel approach to synthesizing kinematic data using the motion primitive and controlling the torques of all the joints in the humanoid robot to achieve the desired whole-bodymotions and contact forces.	Semantic Scholar
The experiments demonstrate the validity of the proposed approach to synthesizing and controlling wholebody motions by humanoid robots.	Semantic Scholar
© 2017 The Authors.	Semantic Scholar
Published by Elsevier B.V.	Semantic Scholar
This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/).	Semantic Scholar
Text classification is a process of classifying documents into predefined categories through different classifiers learned from labelled or unlabelled training samples.	Semantic Scholar
Many researchers who work on binary text classification attempt to find a more effective way to separate relevant texts from a large data set.	Semantic Scholar
However, current text classifiers cannot unambiguously describe the decision boundary between positive and negative objects because of uncertainties caused by text feature selection and the knowledge learning process.	Semantic Scholar
This paper proposes a three-way decision model for dealing with the uncertain boundary to improve the binary text classification performance based on the <italic> rough set</italic> techniques and centroid solution.	Semantic Scholar
"It aims to understand the uncertain boundary through partitioning the training samples into three regions (the positive, boundary, and negative regions) by two main boundary vectors <inline-formula><tex-math notation=""LaTeX"">$\vec{C_{P}}$</tex-math><alternatives> <inline-graphic xlink:href=""li-ieq1-2681671.gif""/></alternatives></inline-formula> and <inline-formula> <tex-math notation=""LaTeX"">$\vec{C_{N}}$</tex-math><alternatives> <inline-graphic xlink:href=""li-ieq2-2681671.gif""/></alternatives></inline-formula>, created from the labeled positive and negative training subsets, respectively, and further resolve the objects in the boundary region by two derived boundary vectors <inline-formula><tex-math notation=""LaTeX"">$\vec{B_{P}}$</tex-math><alternatives> <inline-graphic xlink:href=""li-ieq3-2681671.gif""/></alternatives></inline-formula> and <inline-formula> <tex-math notation=""LaTeX"">$\vec{B_{N}}$</tex-math><alternatives> <inline-graphic xlink:href=""li-ieq4-2681671.gif""/></alternatives></inline-formula>, produced according to the structure of the boundary region."	Semantic Scholar
It involves an indirect strategy which is composed of two successive steps in the whole classification process: ‘two-way to three-way’ and ‘three-way to two-way’.	Semantic Scholar
Four decision rules are proposed from the training process and applied to the incoming documents for more precise classification.	Semantic Scholar
A large number of experiments have been conducted based on the standard data sets RCV1 and Reuters-21578.	Semantic Scholar
"The experimental results show that the usage of boundary vectors is very effective and efficient for dealing with uncertainties of the decision boundary, and the proposed model has significantly improved the performance of binary text classification in terms of <inline-formula><tex-math notation=""LaTeX"">$F_{1}$</tex-math><alternatives> <inline-graphic xlink:href=""li-ieq5-2681671.gif""/></alternatives></inline-formula> measure and <inline-formula> <tex-math notation=""LaTeX"">$AUC$</tex-math><alternatives><inline-graphic xlink:href=""li-ieq6-2681671.gif""/> </alternatives></inline-formula> area compared with six other popular baseline models."	Semantic Scholar
This letter presents a complete pipeline for learning continuous motion control policies for a mobile robot when only a nondifferentiable physics simulator of robot–terrain interactions is available.	Semantic Scholar
The multimodal state estimation of the robot is also complex and difficult to simulate, so we simultaneously learn a generative model which refines simulator outputs.	Semantic Scholar
We propose a coarse-to-fine  learning paradigm, where the coarse motion planning is alternated with guided learning and policy transfer to the real robot.	Semantic Scholar
The policy is jointly optimized with the generative model.	Semantic Scholar
We evaluate the method on a real-world platform.	Semantic Scholar
unknown	Semantic Scholar
Series elastic actuators (SEAs) have become fundamental components in robots that physically interact with unstructured environments and humans.	Semantic Scholar
Force control of SEAs is indeed an active area of research.	Semantic Scholar
This paper proposes a theoretical foundation for acceleration feedback (AF) in SEA force control.	Semantic Scholar
Even if AF already appeared in early works on SEAs, its advantages have not been properly highlighted in the literature.	Semantic Scholar
In particular, this paper formally motivates improved performance robustness and transparency exactly as if using a softer and lighter actuator.	Semantic Scholar
Taking advantage of AF, we propose a generic control architecture characterized by impressive performance robustness in spite of even high environment uncertainties.	Semantic Scholar
A comparison with state-of-the-art force control solutions such as disturbance observers and adaptive controllers is reported using a comprehensive set of simulations and experiments.	Semantic Scholar
As a result, AF methods exhibit the higher performance robustness and accuracy.	Semantic Scholar
Beside this outcome, AF controllers are extremely easy to implement and the rise of low-cost miniaturized accelerometers based on micro electro-mechanical systems (MEMS) represents an additional motivations for their use.	Semantic Scholar
unknown	Semantic Scholar
This paper presents the verification of a generational copying garbage collector for the CakeML runtime system.	Semantic Scholar
The proof is split into an algorithm proof and an implementation proof.	Semantic Scholar
The algorithm proof follows the structure of the informal intuition for the generational collector’s correctness, namely, a partial collection cycle in a generational collector is the same as running a full collection on part of the heap, if one views pointers to old data as non-pointers.	Semantic Scholar
We present a pragmatic way of dealing with ML-style mutable state, such as references and arrays, in the proofs.	Semantic Scholar
The development has been fully integrated into the in-logic bootstrapped CakeML compiler, which now includes command-line arguments that allow configuration of the generational collector.	Semantic Scholar
All proofs were carried out in the HOL4 theorem prover.	Semantic Scholar
The Soft Robotics Toolkit (SRT) is an open-access website containing detailed information about the design, fabrication, and characterization of soft-robotic components and systems (Figure 1).	Semantic Scholar
Soft robotics is a growing field of research concerned with the development of electromechanical technology composed of compliant materials or structures.	Semantic Scholar
The SRT website hosts design files, multimedia fabrication instructions, and software tutorials submitted by an international community of soft-robotics researchers and designers.	Semantic Scholar
In this article, we describe the development of the SRT and some challenges in developing widely disseminated robotic-hardware resources.	Semantic Scholar
Our attempts to overcome these challenges in the development of the toolkit are discussed by focusing on strategies that have been used to engage participants ranging from K-12 grade students to robotics research groups.	Semantic Scholar
A series of design competitions encouraged people to use and contribute to the toolkit.	Semantic Scholar
New fabrication methods requiring only low-cost and accessible materials were developed to lower the entry barriers to soft robotics and instructional materials and outreach activities were used to engage new audiences.	Semantic Scholar
We hope that our experiences in developing and scaling the toolkit may serve as guidance for other open robotic-hardware projects.	Semantic Scholar
Diagnosis of a specific learning disability such as dysgraphia impacts children's academic progress and well-being.	Semantic Scholar
Dysgraphia is diagnosed by clinicians based on children's written product and educational staff's impressions.	Semantic Scholar
This process is time consuming and subjective.	Semantic Scholar
Consequently, many children with mild dysgraphia remain undiagnosed, especially those from lower socioeconomic backgrounds.	Semantic Scholar
In this work, a method for automatic identification and characterization of dysgraphia in third-grade children is described.	Semantic Scholar
The method is based on analyzing the child's writing dynamics by sampling the pressure the pen exerts on the paper as well as the pen's position and orientation by using a standard digital writing pad.	Semantic Scholar
Ninety-nine samples were collected from writers with dysgraphia and proficient writers.	Semantic Scholar
A wide range of features covering dynamic properties of the writing and typographic (i.e., visual) properties were extracted for each participant.	Semantic Scholar
Machine learning methodologies were used to infer a statistical model, which is capable of discriminating dysgraphic products from proficient products with approximately 90% accuracy.	Semantic Scholar
The model was analyzed to conclude which handwriting features are most discriminative.	Semantic Scholar
Since the model provides 90% sensitivity for a specificity of 90%, it is the first step toward future use as an effective standard indicator for dysgraphia detection.	Semantic Scholar
Robust state estimation is the core capability for autonomous aerial robots operating in complex environments.	Semantic Scholar
Global navigation satellite system and visual odometry/SLAM are popular methods for state estimation.	Semantic Scholar
However, there exist scenarios, such as when flying between tall buildings or in the middle of deep canyons, that all these methods fail due to obstructed sky view and high altitude.	Semantic Scholar
in this letter, inspired by the fact that offline-generated three-dimensional (3-D) models of cities and natural scenes are readily available, we propose a global localization method for aerial robots by using 3-D models and measurements from a monocular fisheye camera and an inertial measurement unit (IMU).	Semantic Scholar
Due to the fact that 3-D models are generated by different cameras at different times, traditional feature-based or direct registration methods usually fail to perform, we therefore propose to use an edge alignment-based method for image-to-model registration under strong changes in lighting conditions and camera characteristics.	Semantic Scholar
We additionally aid our model-based localization with electronic image stabilization for better tracking performance, and extended Kalman filter (EKF)-based sensor fusion for closed-loop control.	Semantic Scholar
Our method runs onboard an embedded computer in real time.	Semantic Scholar
We verify both local accuracy and global consistency of the proposed approach in real-world experiments with comparisons against ground truth.	Semantic Scholar
We also show closed-loop control using the proposed method as state feedback.	Semantic Scholar
Spectral clustering is a key research topic in the field of machine learning and data mining.	Semantic Scholar
Most of the existing spectral clustering algorithms are built on gaussian Laplacian matrices, which is sensitive to parameters.	Semantic Scholar
We propose a novel parameter-free distance-consistent locally linear embedding.	Semantic Scholar
The proposed distance-consistent LLE can promise that edges between closer data points are heavier.	Semantic Scholar
We also propose a novel improved spectral clustering via embedded label propagation.	Semantic Scholar
Our algorithm is built on two advancements of the state of the art.	Semantic Scholar
First is label propagation, which propagates a node's labels to neighboring nodes according to their proximity.	Semantic Scholar
We perform standard spectral clustering on original data and assign each cluster with -nearest data points and then we propagate labels through dense unlabeled data regions.	Semantic Scholar
Second is manifold learning, which has been widely used for its capacity to leverage the manifold structure of data points.	Semantic Scholar
Extensive experiments on various data sets validate the superiority of the proposed algorithm compared to state-of-the-art spectral algorithms.	Semantic Scholar
unknown	Semantic Scholar
A vast majority of computation in the brain is performed by spiking neural networks.	Semantic Scholar
Despite the ubiquity of such spiking, we currently lack an understanding of how biological spiking neural circuits learn and compute in vivo, as well as how we can instantiate such capabilities in artificial spiking circuits in silico.	Semantic Scholar
Here we revisit the problem of supervised learning in temporally coding multilayer spiking neural networks.	Semantic Scholar
First, by using a surrogate gradient approach, we derive SuperSpike, a nonlinear voltage-based three-factor learning rule capable of training multilayer networks of deterministic integrate-and-fire neurons to perform nonlinear computations on spatiotemporal spike patterns.	Semantic Scholar
Second, inspired by recent results on feedback alignment, we compare the performance of our learning rule under different credit assignment strategies for propagating output errors to hidden units.	Semantic Scholar
Specifically, we test uniform, symmetric, and random feedback, finding that simpler tasks can be solved with any type of feedback, while more complex tasks require symmetric feedback.	Semantic Scholar
In summary, our results open the door to obtaining a better scientific understanding of learning and computation in spiking neural networks by advancing our ability to train them to solve nonlinear problems involving transformations between different spatiotemporal spike time patterns.	Semantic Scholar
unknown	Semantic Scholar
In this paper, we investigate and model the motion behaviors in the atmosphere and vacuum of the landing gear of a lunar probe, which contacts the granular material covering the lunar surface.	Semantic Scholar
Drop and friction tests were conducted using the footpads of a lander on a lunar regolith simulant.	Semantic Scholar
In the drop tests, the footpads were dropped onto the simulant.	Semantic Scholar
The impact characteristics of the footpads were then analyzed.	Semantic Scholar
In the friction tests, footpads having varying shapes were slid onto the simulant.	Semantic Scholar
The sliding characteristics of the footpads were then evaluated.	Semantic Scholar
The drop tests showed that the simulant ejected by the footpad impact diminished, and the footpad penetration significantly decreased in the vacuum.	Semantic Scholar
The friction tests confirmed that the sinkage caused by the sliding of the footpad generally increased more in the vacuum than in the atmosphere.	Semantic Scholar
However, the difference in the sinkages can be negligible depending on the footpad shape.	Semantic Scholar
These findings enabled the deriving of fundamental models of landing gear and suggested guidelines for the design and development of landing gear.	Semantic Scholar
In line with the sensorimotor contingency theory, we investigate the problem of the perception of space from a fundamental sensorimotor perspective.	Semantic Scholar
Despite its pervasive nature in our perception of the world, the origin of the concept of space remains largely mysterious.	Semantic Scholar
For example in the context of artificial perception, this issue is usually circumvented by having engineers pre-define the spatial structure of the problem the agent has to face.	Semantic Scholar
We here show that the structure of space can be autonomously discovered by a naive agent in the form of sensorimotor regularities, that correspond to so called compensable sensory experiences: these are experiences that can be generated either by the agent or its environment.	Semantic Scholar
By detecting such compensable experiences the agent can infer the topological and metric structure of the external space in which its body is moving.	Semantic Scholar
We propose a theoretical description of the nature of these regularities and illustrate the approach on a simulated robotic arm equipped with an eye-like sensor, and which interacts with an object.	Semantic Scholar
Finally we show how these regularities can be used to build an internal representation of the sensor's external spatial configuration.	Semantic Scholar
We present a three-dimensional deep convolutional neural network (3D CNN) approach for grasping unknown objects with soft hands.	Semantic Scholar
Soft hands are compliant and capable of handling uncertainty in sensing and actuation, but come at the cost of unpredictable deformation of the soft fingers.	Semantic Scholar
Traditional model-driven grasping approaches, which assume known models for objects, robot hands, and stable grasps with expected contacts, are inapplicable to such soft hands, since predicting contact points between objects and soft hands is not straightforward.	Semantic Scholar
Our solution adopts a deep CNN approach to find good caging grasps for previously unseen objects by learning effective features and a classifier from point cloud data.	Semantic Scholar
Unlike recent CNN models applied to robotic grasping which have been trained on 2D or 2.5D images and limited to a fixed top grasping direction, we exploit the power of a 3D CNN model to estimate suitable grasp poses from multiple grasping directions (top and side directions) and wrist orientations, which has great potential for geometry-related robotic tasks.	Semantic Scholar
Our soft hands guided by the 3D CNN algorithm show 87% successful grasping on previously unseen objects.	Semantic Scholar
A set of comparative evaluations shows the robustness of our approach with respect to noise and occlusions.	Semantic Scholar
This letter focuses on lag synchronization control analysis for memristor-based coupled neural networks with parameter mismatches.	Semantic Scholar
Due to the parameter mismatches, lag complete synchronization in general cannot be achieved.	Semantic Scholar
First, based on the -measure method, generalized Halanay inequality, together with control algorithms, some sufficient conditions are obtained to ensure that coupled memristor-based neural networks are in a state of lag synchronization with an error.	Semantic Scholar
Moreover, the error level is estimated.	Semantic Scholar
Second, we show that memristor-based coupled neural networks with parameter mismatches can reach lag complete synchronization under a discontinuous controller.	Semantic Scholar
Finally, two examples are given to illustrate the effectiveness of the proposed criteria and well support theoretical results.	Semantic Scholar
This letter presents a novel approach for efficient sampling of Rapidly-exploring Random Trees (RRTs) based upon learning a state-action value function (Q-function).	Semantic Scholar
Our sampling method selects the optimal node to extend in the search tree via the learned state value computed from the node feature representation.	Semantic Scholar
Our softmax node selection procedure avoids becoming stuck at local minima and maintains the asymptotic completeness property of RRTs.	Semantic Scholar
We employ several features in learning the Q-function, including radial basis function (RBF) scoring of collision and collision-free regions in the configuration space.	Semantic Scholar
Since this approach allows the RRT to explore efficiently while avoiding obstacles via the Q-function, the RRT planner is continually adapted to the surrounding environment in an online manner.	Semantic Scholar
We compare our proposed method with traditional sampling-based planning algorithms in a number of robot arm planning scenarios and demonstrate the utility and effectiveness of our approach.	Semantic Scholar
The global population is aging; projections show that by 2050, more than 20% of the population will be aged over 64.	Semantic Scholar
This will lead to an increase in aging related illness, a decrease in informal support, and ultimately issues with providing care for these individuals.	Semantic Scholar
Assistive smart homes provide a promising solution to some of these issues.	Semantic Scholar
Nevertheless, they currently have issues hindering their adoption.	Semantic Scholar
To help address some of these issues, this study introduces a novel approach to implementing assistive smart homes.	Semantic Scholar
The devised approach is based upon an intention recognition mechanism incorporated into an intelligent agent architecture.	Semantic Scholar
This approach is detailed and evaluated.	Semantic Scholar
Evaluation was performed across three scenarios.	Semantic Scholar
Scenario 1 involved a web interface, focusing on testing the intention recognition mechanism.	Semantic Scholar
Scenarios 2 and 3 involved retrofitting a home with sensors and providing assistance with activities over a period of 3 months.	Semantic Scholar
The average accuracy for these three scenarios was 100%, 64.4%, and 83.3%, respectively.	Semantic Scholar
Future will extend and further evaluate this approach by implementing advanced sensor-filtering rules and evaluating more complex activities.	Semantic Scholar
The collection of time series data increases as more monitoring and automation are being deployed.	Semantic Scholar
These deployments range in scale from an Internet of things (IoT) device located in a household to enormous distributed Cyber-Physical Systems (CPSs) producing large volumes of data at high velocity.	Semantic Scholar
To store and analyze these vast amounts of data, specialized Time Series Management Systems (TSMSs) have been developed to overcome the limitations of general purpose Database Management Systems (DBMSs) for times series management.	Semantic Scholar
In this paper, we present a thorough analysis and classification of TSMSs developed through academic or industrial research and documented through publications.	Semantic Scholar
Our classification is organized into categories based on the architectures observed during our analysis.	Semantic Scholar
In addition, we provide an overview of each system with a focus on the motivational use case that drove the development of the system, the functionality for storage and querying of time series a system implements, the components the system is composed of, and the capabilities of each system with regard to Stream Processing  and Approximate Query Processing (AQP).	Semantic Scholar
Last, we provide a summary of research directions proposed by other researchers in the field and present our vision for a next generation TSMS.	Semantic Scholar
unknown	Semantic Scholar
We show that Hopfield neural networks with synchronous dynamics and asymmetric weights admit stable orbits that form sequences of maximal length.	Semantic Scholar
For units, these sequences have length ; that is, they cover the full state space.	Semantic Scholar
We present a mathematical proof that maximal-length orbits exist for all , and we provide a method to construct both the sequence and the weight matrix that allow its production.	Semantic Scholar
The orbit is relatively robust to dynamical noise, and perturbations of the optimal weights reveal other periodic orbits that are not maximal but typically still very long.	Semantic Scholar
We discuss how the resulting dynamics on slow time-scales can be used to generate desired output sequences.	Semantic Scholar
Research on Autonomous Driving and Driver Assistance Systems has increased and became an active research field during the last decades.	Semantic Scholar
This increase in research is motivated by the need to reduce road accidents, which represent the 6th cause of dead in high-income countries according to the World Health Organization, and 11th worldwide.	Semantic Scholar
Vehicles are becoming more and more intelligent, promising fully autonomous vehicles for the near future.	Semantic Scholar
Such a big challenge opens a wide range of research topics that need to be tackled and efficiently solved by the community.	Semantic Scholar
This Special Issue on Autonomous Driving and Advanced Driver Assistance Systems (ADDAS) published by the Robotics and Autonomous Systems Journal contains extended versions of a set of selected papers from a special session on the same topic, which took place in the framework of the Second Iberian Robotics Conference, November 19th–21st 2015, in Lisbon, Portugal.	Semantic Scholar
The papers included in this special issue address several subjects of relevance to the ADDAS community, from scene representations using multi-modal data to infrared imaging or multiple sensor calibration algorithms.	Semantic Scholar
From the papers accepted for publication, two or three main interest lineswere observed, which could be interpreted as current dominant trends for this community.	Semantic Scholar
They cover mainly 3D perception, multimodal sensors and sensor fusion.	Semantic Scholar
The importance of 3D perception is now undeniable in the ADDAS context, be it using lidar or stereo based sensors.	Semantic Scholar
As such, several papers in this special issue address the problem in several fronts, ranging from the automatic calibration in lidar and cameras multisensorial setups (Pereira et al.	Semantic Scholar
), up to efficient modelling and detection of features for navigation, namely on the ground, as shown both in 3D lidar approaches (Asvadi et al.)	Semantic Scholar
and stereo approaches (de la Escalera et al.).	Semantic Scholar
The ultimate challenge in processing 3D data is naturally environment and scene reconstruction, and theworks by (Oliveira et al.)	Semantic Scholar
include relevant contributions in that field as well.	Semantic Scholar
Multimodality also appears as a relevant issue, and it is no longer uncommon to see on the same setups crossed combinations of lidar, vision, infrared and even radar; this richness of exteroceptive modality naturally implies the need for sensorial calibration and the subsequent data fusion procedures.	Semantic Scholar
The selected papers include contributions on the following topics: Evaluations on the usage of images resulting from the fusion of cross-spectral inputs, applied to the monocular visual odometry estimation, have been reported (Sappa et al.	Semantic Scholar
); such a fused image based approach has shown advantages when compared with the state of the art.	Semantic Scholar
Human memory is capable of retrieving similar memories to a just retrieved one.	Semantic Scholar
This associative ability is at the base of our everyday processing of information.	Semantic Scholar
Current models of memory have not been able to underpin the mechanism that the brain could use in order to actively exploit similarities between memories.	Semantic Scholar
The current idea is that to induce transitions in attractor neural networks, it is necessary to extinguish the current memory.	Semantic Scholar
We introduce a novel mechanism capable of inducing transitions between memories where similarities between memories are actively exploited by the neural dynamics to retrieve a new memory.	Semantic Scholar
Populations of neurons that are selective for multiple memories play a crucial role in this mechanism by becoming attractors on their own.	Semantic Scholar
The mechanism is based on the ability of the neural network to control the excitation-inhibition balance.	Semantic Scholar
unknown	Semantic Scholar
State of the art approaches for visual-inertial sensor fusion use filter-based or optimization-based algorithms.	Semantic Scholar
Due to the nonlinearity of the system, a poor initialization can have a dramatic impact on the performance of these estimation methods.	Semantic Scholar
Recently, a closed-form solution providing such an initialization was derived in [1].	Semantic Scholar
That solution determines the velocity (angular and linear) of a monocular camera in metric units by only using inertial measurements and image features acquired in a short time interval.	Semantic Scholar
In this letter, we study the impact of noisy sensors on the performance of this closed-form solution.	Semantic Scholar
We show that the gyroscope bias, not accounted for in [1], significantly affects the performance of the method.	Semantic Scholar
Therefore, we introduce a new method to automatically estimate this bias.	Semantic Scholar
Compared to the original method, the new approach now models the gyroscope bias and is robust to it.	Semantic Scholar
The performance of the proposed approach is successfully demonstrated on real data from a quadrotor MAV.	Semantic Scholar
Foreground segmentation is a key stage in multiple computer vision applications, where existing algorithms are commonly evaluated making use of ground-truth data.	Semantic Scholar
Reference-free or stand-alone evaluations that estimate segmented foreground quality are an alternative methodology to overcome the limitations inherent to ground-truth based evaluations.	Semantic Scholar
In this work, we survey and explore existing stand-alone measures proposed in related research areas to determine good object properties for estimating the segmentation quality in background subtraction algorithms.	Semantic Scholar
We propose a new taxonomy for stand-alone evaluation measures and analyze 21 proposals.	Semantic Scholar
We demonstrate the utility of the selected measures to evaluate the segmentation masks of eight background subtraction algorithms.	Semantic Scholar
The experiments are performed over a large heterogeneous dataset with varied challenges (CDNET2014) and identify which properties of the measures are the most effective to estimate quality.	Semantic Scholar
The experiments also demonstrate that qualitative performance levels can be distinguished and background subtraction algorithms can be ranked without the need of ground-truth.	Semantic Scholar
unknown	Semantic Scholar
In this paper, we propose a distributed version of the Hungarian method to solve the well-known assignment problem.	Semantic Scholar
In the context of multirobot applications, all robots cooperatively compute a common assignment that optimizes a given global criterion (e.g., the total distance traveled) within a finite set of local computations and communications over a peer-to-peer network.	Semantic Scholar
As a motivating application, we consider a class of multirobot routing problems with “spatiotemporal” constraints, i.e., spatial targets that require servicing at particular time instants.	Semantic Scholar
As a means of demonstrating the theory developed in this paper, the robots cooperatively find online suboptimal routes by applying an iterative version of the proposed algorithm in a distributed and dynamic setting.	Semantic Scholar
As a concrete experimental test bed, we provide an interactive “multirobot orchestral” framework, in which a team of robots cooperatively plays a piece of music on a so-called orchestral floor.	Semantic Scholar
This letter investigates how mobile agents with qualitatively different sensing capabilities should be organized in order to effectively cover an area.	Semantic Scholar
In particular, by encoding the different capabilities as different density functions in the locational cost, the result is a heterogeneous coverage control problem where the different density functions serve as a way of both abstracting and encapsulating different sensing capabilities.	Semantic Scholar
However, different density functions imply that mass is not conserved as the agents move and, as a result, the normal cancellations that occur across boundaries between regions of dominance in the homogeneous case no longer take place when computing the gradient of the locational cost.	Semantic Scholar
As a result, new terms are needed if the robots are to execute a descent flow in order to minimize the locational cost, and we show how these additional terms can be formulated as boundary-disagreement terms that are added to the standard Lloyd's algorithm.	Semantic Scholar
The results are implemented on real robotic platforms for a number of different use cases.	Semantic Scholar
This paper presents a novel integrated approach for efficient optimization based online trajectory planning of topologically distinctive mobile robot trajectories.	Semantic Scholar
Online trajectory optimization deforms an initial coarse path generated by a global planner by minimizing objectives such as path length, transition time or control effort.	Semantic Scholar
Kinodynamic motion properties of mobile robots and clearance from obstacles impose additional equality and inequality constraints on the trajectory optimization.	Semantic Scholar
Local planners account for efficiency by restricting the search space to locally optimal solutions only.	Semantic Scholar
However, the objective function is usually non-convex as the presence of obstacles generates multiple distinctive local optima.	Semantic Scholar
The proposed method maintains and simultaneously optimizes a subset of admissible candidate trajectories of distinctive topologies and thus seeking the overall best candidate among the set of alternative local solutions.	Semantic Scholar
Time-optimal trajectories for differential-drive and carlike robots are obtained efficiently by adopting the Timed-Elastic-Band approach for the underlying trajectory optimization problem.	Semantic Scholar
The investigation of various example scenarios and a comparative analysis with conventional local planners confirm the advantages of integrated exploration, maintenance and optimization of topologically distinctive trajectories.	Semantic Scholar
∗Corresponding author Email address: christoph.roesmann@tu-dortmund.de (Christoph Rösmann) Preprint submitted to Robotics and Autonomous Systems November 12, 2016	Semantic Scholar
In this letter, we propose a constrained optimization formulation and a robust incremental framework for the simultaneous localization and mapping problem (SLAM).	Semantic Scholar
The new SLAM formulation is derived from the nonlinear least squares (NLS) formulation by mathematically formulating loop-closure cycles as constraints.	Semantic Scholar
Under the constrained SLAM formulation, we study the robustness of an incremental SLAM algorithm against local minima and outliers as a constraint/loop-closure cycle selection problem.	Semantic Scholar
We find a constraint metric that can predict the objective function growth after including the constraint.	Semantic Scholar
By the virtue of the constraint metric, we select constraints into the incremental SLAM according to a least objective function growth principle to increase robustness against local minima and perform $\chi ^2$ difference test on the constraint metric to increase robustness against outliers.	Semantic Scholar
Finally, using sequential quadratic programming (SQP) as the solver, an incremental SLAM algorithm (iSQP) is proposed.	Semantic Scholar
Experimental validations are provided to illustrate the accuracy of the constraint metric and the robustness of the proposed incremental SLAM algorithm.	Semantic Scholar
Nonetheless, the proposed approach is currently confined to datasets with sparse loop-closures due to its computational cost.	Semantic Scholar
In this letter, the authors proposed a new wrist exoskeleton designed to provide kinesthetic feedback to the wrist user's joints for rehabilitative, teleoperation, and virtual environment interaction purposes.	Semantic Scholar
The design process focused on the need to use the interface as the end-effector of a whole bimanual upper limb exoskeleton system, composed of two exoskeleton arms with 7 DoF each and two hand exoskeletons for all the fingers.	Semantic Scholar
The guideline of the design pointed to reach a tradeoff between high transparency and low weight.	Semantic Scholar
In addition, both the compactness and mass distribution have played an important role in the design process due to the need to perform bimanual task and interaction.	Semantic Scholar
The proposed device was designed adopting a tendon-cable transmission for all the three joints.	Semantic Scholar
A differential transmission solution has been adopted to actuate the flexion/extension and radial/ulnar deviation joints, which allows to achieve lower inertia and higher compactness than a serial transmission.	Semantic Scholar
A first prototype has been build and characterized with several experimental tests showing its suitability for both teleoperation and rehabilitative therapy.	Semantic Scholar
Finally, the wrist device has been integrated with both the arm and the hand exoskeleton to prove the requirement observance.	Semantic Scholar
Semantic drift is a common problem in iterative information extraction.	Semantic Scholar
