	text	provenance	civic	domestic	green	industrial	inspired	market	project	renown
2885	the authors reason that this is why green growth has become especially attractive to policy makers in the wake of the financial crisis.	pdf	0	0	1	0	0	0	0	0
2886	the bank recognises that although this growth has improved the living conditions of nearly half a billion people the environmental carrying capacity of the region has been subject to immense pressure.	pdf	0	0	1	0	0	0	0	0
2887	the board of the gggi reflects a who s who of economic thinkers including nicholas stern and jeffrey sachs and its placement in rok reflects a broader regional interest led by unescap in helping the asia and pacific region to leapfrog over the industrialization patterns of the developed world and avoid the trap of growing first cleaning up later atkisson.	pdf	0	0	1	0	0	0	0	0
2888	the brief suggests that the current concept of the green economy is based on a traditional and trickle down economic growth theory which has rendered it inadequate.	pdf	0	0	1	0	0	0	0	0
2889	the challenge is to achieve objectives in a cost effective manner and to ensure that these ambitions contribute as much as possible to global ghg emissions mitigation and to stronger and greener growth in denmark.	pdf	0	0	1	0	0	0	0	0
2890	the chapter helps to frame the green economy concepts identifying a range of principles for applying the concept in a way that achieves sustainable development and contributes to poverty eradication.	pdf	0	0	1	0	0	0	0	0
2891	the chinese government put strong emphasis on inclusive growth where the benefits of economic growth are felt in all regions and social groupings in china.	pdf	0	0	1	0	0	0	0	0
2892	the climate resilient green economic strategy for ethiopia demonstrates the commitment of ethiopia to bypass the conventional approach to economic development and create a green economy where economic development goals are met in a sustainable way.	pdf	0	0	1	0	0	0	0	0
2893	the committee consulted extensively with business community leaders and members of the public to develop the strategy.	pdf	0	0	1	0	0	0	0	0
2894	the concept has been included in the negotiating texts under the unfccc since the run up to cop in copenhagen in and is part of both the copenhagen accord unfccc and the cancun agreements unfccc which recognize that a leds is indispensible to sustainable development and that incentives are required to support the development of such strategies in developing countries.	pdf	0	0	1	0	0	0	0	0
2895	the concept has received significant international attention over the past few years as a tool to address the financial crisis as well as one of two themes for the un conference on sustainable development rio.	pdf	0	0	1	0	0	0	0	0
2896	the concept of decoupling economic growth from natural resource depletion is discussed and how innovation in developing new business models as well as in technological processes will be crucial.	pdf	0	0	1	0	0	0	0	0
2897	the concept of low carbon development takes a development first approach which rethinks development planning and proposes structural solutions such as alternative infrastructure and spatial planning with lower emission trajectories morita et al.	pdf	0	0	1	0	0	0	0	0
2898	the core elements of the paper are the macroeconomics of the green economy here ocampo introduces the concept of the green economy from the perspective of the unep as one that not only improves human well being and lessens inequality but also reduces environmental risks and ecological scarcities.	pdf	0	0	1	0	0	0	0	0
2899	the countries selected represent over of the international green economy.	pdf	0	0	1	0	0	0	0	0
2900	the development of agreed green economy principles policy toolkits and databases of good practice will contribute in this regard.	pdf	0	0	1	0	0	0	0	0
2901	the discourse of integrating climate change and development builds on a large body of literature which was assessed by the ipcc in its fourth assessment report sathaye et al. and distinguished between the traditional climate first approach and a development first approach odi.	pdf	0	0	1	0	0	0	0	0
2902	the document aims to provide a summation of the current state of the art in relation to rethinking economic growth in favour of alternative models such as green growth.	pdf	0	0	1	0	0	0	0	0
2903	the document also goes some way to defining low emission development as forward looking national economic development plans or strategies that encompass low emission and or climate resilient growth.	pdf	0	0	1	0	0	0	0	0
2904	the document begins by asserting that low carbon development is indeed possible in mexico however there are many entrenched barriers to achieving it which come in the form of information gaps regulation and trade.	pdf	0	0	1	0	0	0	0	0
2905	the document concludes by providing specific actions to be undertaken by government industry and civil society independently that will put india on a path to a low carbon economy.	pdf	0	0	1	0	0	0	0	0
2906	the document continues to explore options for greening the five areas of focus by looking at strengths challenges and investment gaps measures and potential returns on investment.	pdf	0	0	1	0	0	0	0	0
2907	the document reports on each of the papers.	pdf	0	0	1	0	0	0	0	0
2908	the documents do not necessarily represent the views of the oecd or the iea but merely present national policy makers and other decision makers with best practice example of low carbon development.	pdf	0	0	1	0	0	0	0	0
2909	the economy cannot be green without being equitable danish group.	pdf	0	0	1	0	0	0	0	0
2910	the economy cannot be green without being equitable.	pdf	0	0	1	0	0	0	0	0
2911	the evaluation sought to establish how the wbg s investments in low carbon growth opportunities can have the greatest impact both for development and for greenhouse gas mitigation.	pdf	0	0	1	0	0	0	0	0
2912	the executive summary of this paper is available online available on request.	pdf	0	0	1	0	0	0	0	0
2913	the final section assesses how policies could be shaped to enhance the efficiency of these targets and minimise their costs.	pdf	0	0	1	0	0	0	0	0
2914	the final section identifies the other structural and institutional changes that will be required in brazil to meet the low carbon scenario.	pdf	0	0	1	0	0	0	0	0
2915	the first marrakech june and the second san jose september international expert meetings emphasised the need to promote social and economic development within the carrying capacity of the environment de link economic growth and environmental degradation through improving efficiency and sustainability in the use of resources and production processes and reduce resource degradation pollution and waste.	pdf	0	0	1	0	0	0	0	0
2916	the five key messages united nations. a guide to the green economy from the report are greening growth is necessary efficient and affordable obstacles to greening growth are political and behavioural inertia and a lack of financing instruments green growth should look at what needs to be done in the next years the way forward requires a blend of economics political science and social psychology and there is no single green growth model.	pdf	0	0	1	0	0	0	0	0
2917	the future we want outcome of the uncsd rio the outcome document for the united nations conference on sustainable development includes a chapter on green economy in the context of sustainable development and poverty eradication.	pdf	0	0	1	0	0	0	0	0
2918	the ggei measures perceptions of green reputations of countries as judged by hundreds of expert practitioners and benchmarks these against a green economy performance index.	pdf	0	0	1	0	0	0	0	0
2919	the gggi helps developing countries to prepare policy options and develop institutions tailored to their respective economic circumstances and constraints including the development of national green growth plans ggps the report outlines the projects current being coordinated through the gggi which includes projects in brazil cambodia ethiopia indonesia kazakhstan thailand and the united arab emirates china mongolia philippines rwanda and vietnam.	pdf	0	0	1	0	0	0	0	0
2920	the gggi is dedicated to diffusing green growth as a new model of economic growth targeting poverty reduction job creation social inclusion and environmental sustainability climate change mitigation biodiversity loss and security of access to clean energy and water.	pdf	0	0	1	0	0	0	0	0
2921	the ggkp aims to enhance and expand efforts to identify and address major knowledge gaps in green growth theory and practice and to help countries design and implement policies to move towards a green economy.	pdf	0	0	1	0	0	0	0	0
2922	the ggnd called on governments to allocate a significant share of stimulus funding to green sectors and set out three objectives i economic recovery ii poverty eradication and iii reduced carbon emissions and ecosystem degradation it also proposed a framework for green stimulus programs as well as supportive domestic and international policies unemg.	pdf	0	0	1	0	0	0	0	0
2923	the global green economy index an analytic tool measuring national green reputations and performance.	pdf	0	0	1	0	0	0	0	0
2924	the global green new deal ggnd calls on governments to allocate a significant share of stimulus funding to green sectors and sets out three objectives i economic recovery ii poverty eradication and iii reduced carbon emissions and ecosystem degradation and proposed a framework for green stimulus programs as well as supportive domestic and international policies.	pdf	0	0	1	0	0	0	0	0
2926	the green economy does away with the systemic distortions and disfunctionalities of the current mainstream economy and results in human well being and equitable access to opportunity for all people while safeguarding environmental and economic integrity in order to remain within the planet s finite carrying capacity.	pdf	0	0	1	0	0	0	0	0
2927	the green economy is defined by unep as one that results in improved human well being and social equity while significantly reducing environmental risks and ecological scarcities.	pdf	0	0	1	0	0	0	0	0
2928	the green economy pocketbook the case for action.	pdf	0	0	1	0	0	0	0	0
2929	the green economy trade and sustainable development implications unctad this paper focuses primarily on the opportunities that global trade can bring in the transition to the green economy and how the rio conference can catalyse the transition by generating new investment united nations. a guide to the green economy income sources and jobs among countries of varied levels of development.	pdf	0	0	1	0	0	0	0	0
2930	the green economy trade and sustainable development implications.	pdf	0	0	1	0	0	0	0	0
2931	the green economy will grow sustainably and for the long term.	pdf	0	0	1	0	0	0	0	0
2932	the green growth approach adopted by the mced sought to harmonize economic growth with environmental sustainability while improving the eco efficiency of economic growth and enhancing the synergies between environment and economy.	pdf	0	0	1	0	0	0	0	0
2933	the guide begins with a brief summary of the theoretical framework for green economy with links to some relevant publications.	pdf	0	0	1	0	0	0	0	0
2934	the icc defines the green economy as an economy in which economic growth and environmental responsibility work together in a mutually reinforcing fashion while supporting progress on social development.	pdf	0	0	1	0	0	0	0	0
2935	the icc represents hundreds of thousands of companies in over countries.	pdf	0	0	1	0	0	0	0	0
2936	the initial proposal to introduce leds was put forward by the eu in highlighting how information on planned low carbon pathways can help to inform the international community about funding needs and priorities and to help gauge the level of global climate change action oecd iea.	pdf	0	0	1	0	0	0	0	0
2937	the intent is that the sharing of korea s practices for green growth will provide other countries with useful tools and ideas that can be utilized to address their own challenges and the global imperatives.	pdf	0	0	1	0	0	0	0	0
2938	the international chamber of commerce propose a key difference between green growth and green economy i.e.	pdf	0	0	1	0	0	0	0	0
2939	the key is to find exactly where business incentives align with communities adaptation needs.	pdf	0	0	1	0	0	0	0	0
2940	the leds report provides an overview of technical institutional and policy lessons learned in the preparation of national climate change strategies and leds in the context of expertise and resources government co ordination and stakeholder involvement.	pdf	0	0	1	0	0	0	0	0
2941	the main focus of green growth in this context was for developing countries in asia and the pacific region to harmonise economic growth with environmental sustainability while improving the eco efficiency of economic growth and enhancing the synergy between environment and economy.	pdf	0	0	1	0	0	0	0	0
2942	the member panel established by the secretary general in august to formulate a new blueprint for sustainable development and low carbon prosperity was co chaired by finnish president tarja halonen and south african president jacob zuma.	pdf	0	0	1	0	0	0	0	0
2943	the n the publication identifies several strategies for greeincentives framework at the heart of successful green growth initiatives infrastructure investments guided by the principles of sustainability accessibility and social inclusiveness natural infrastructure providing valuable but undervalued economic inputs and sustainablagriculture as a critical aspect of maintaining and building natural capital.	pdf	0	0	1	0	0	0	0	0
2944	the national green growth road map.	pdf	0	0	1	0	0	0	0	0
2945	the national green growth roadmap kingdom of cambodia the national green growth roadmap puts forward an implementation plan of the national and local sustainable development strategy for all policy areas in the kingdom of cambodia.	pdf	0	0	1	0	0	0	0	0
2946	the next steps identified by stakeholders include united nations. a guide to the green economy. a call for federal leadership. advance a strong national dialogue and development of a shared vision. establish clear price signals and invest in technology r d and green business. federal leadership on the international stage.	pdf	0	0	1	0	0	0	0	0
2947	the objective is to provide brief guidance on the use of indicators in major stages of policymaking using environmental issues as an illustrative entry point.	pdf	0	0	1	0	0	0	0	0
2948	the oecd definition is similar but emphasises also green investment as a driver for economic growth.	pdf	0	0	1	0	0	0	0	0
2949	the oecd states that a return to the business as usual approach as the world economy emerges from the financial crisis would be unwise and indeed unsustainable and would impose human costs and eventually constraints on economic growth and development.	pdf	0	0	1	0	0	0	0	0
2950	the overall goal of the report was to assess how the un system could coherently support countries in transitioning to a green economysecond aim of the report was to contribute to the preparatory process for the rio united nations conference on sustainable development. pective define.	pdf	0	0	1	0	0	0	0	0
2951	the overview provides a brief history of these concepts and brings together recent publications from international organisations think tanks experts political groups governments non government organisations and others most of which are freely available on the internet.	pdf	0	0	1	0	0	0	0	0
2952	the panel s final report contains recommendations to put sustainable development into practice and to mainstream it into economic policy as quickly as possible.	pdf	0	0	1	0	0	0	0	0
2953	the paper aims to clarify the concept of green growth by a proposing that we need to focus on what needs to happen over the next years to remove the world from patterns that would be complex and expensive to modify and b reconciling the short and long term by offsetting short term costs and maximising synergies and economic co benefits.	pdf	0	0	1	0	0	0	0	0
2954	the paper concludes by presenting key issues and considerations that need to be taken into account in the rio conference deliberations and how unctad can support countries in their transition to a green economy.	pdf	0	0	1	0	0	0	0	0
2955	the paper concludes that green economy is an omnibus term like sustainable development itself which comprises a suite of economic instruments that could harness economic activity in support of one or more sustainable development goals.	pdf	0	0	1	0	0	0	0	0
2956	the paper concludes that to fully realize the benefits of forests in a green economy governments and the international community will need to take an active role including through policy reforms to create incentives to maintain and invest in forests and introduce disincentives to modify market signals and associated rent seeking behavior.	pdf	0	0	1	0	0	0	0	0
2957	the paper defines green growth as about making growth processes resource efficient cleaner and more resilient without necessarily slowing them.	pdf	0	0	1	0	0	0	0	0
2958	the paper discusses the reasons why a green economy is desirable and how trade policy can ease the transition the relative positions of trading partners pursuing a green economy and the role of the international community in ensuring that trade and investment policy contribute to a widespread pursuit of the green economy.	pdf	0	0	1	0	0	0	0	0
2959	the paper includes an overview of the role of forests in the green economy policy recommendations for forests in a green economy and a number of success stories.	pdf	0	0	1	0	0	0	0	0
2960	the paper outlines four different approaches or strands to green economy with slightly different modes of economic analysis the first approaches the question through the analysis of market failure and internalisation of externalities the second takes a systemic view of the economic structure and its impact on relevant aspects of sustainable development the third focuses on social goals e.g.	pdf	0	0	1	0	0	0	0	0
2961	the paper proposes five key working principles that aim to help inform policy and market decisions in progressing the green economy and providing the link between an equitable green economy and sustainable development.	pdf	0	0	1	0	0	0	0	0
2962	the paper provides an overview of existing platforms and initiatives and proposes potential aims objectives governance arrangements and structural components for a green economy platform based on existing initiatives and best practice literature.	pdf	0	0	1	0	0	0	0	0
2963	the paper recognises the systemic problems facing the world and proposes that they can only be rectified with the above systemic changes.	pdf	0	0	1	0	0	0	0	0
2964	the paper then puts forward an analytical framework through which green policies can contribute to economic growth.	pdf	0	0	1	0	0	0	0	0
2965	the phase report recognises that sound environmental management reduction of greenhouse gas emissions and economic efficiency and growth are compatible goals.	pdf	0	0	1	0	0	0	0	0
2966	the plan identifies the three seis strategic emerging industries healthcare energy and technology and recommends the initiatives that will encourage growth in these sectors.	pdf	0	0	1	0	0	0	0	0
2967	the plan reports that china is facing severe environmental degradation brought about by rapid industrialization reliance on coal as an energy source a large energy intensive manufacturing sector and little environmental regulation.	pdf	0	0	1	0	0	0	0	0
2968	the plan will deliver emission cuts of on levels by and over a one third reduction on levels.	pdf	0	0	1	0	0	0	0	0
2969	the pocketbook describes examples stories and glimpses of a transition that is already underway.	pdf	0	0	1	0	0	0	0	0
2970	the policies to promote green growth as stated in the paper are categorised as market based or non market instruments under the broad areas of cost effectiveness adoption and compliance uncertainty measures and r d and technology diffusion incentives.	pdf	0	0	1	0	0	0	0	0
2971	the principles are that the green economy. links to policies specifying clear goals for key cross cutting pre requisites enabling conditions to address systemic distortions and dis functionalities in order to establish the foundation for equitable transformation and achieving sustainable development.	pdf	0	0	1	0	0	0	0	0
2972	the principles are the result of five months of consultations with people and organisations around the world.	pdf	0	0	1	0	0	0	0	0
2973	the principles are the sustainable principle the justice principle the dignity principle the healthy planet principle the inclusion principle the good governance and accountability principle the resilience principle the efficiency and sufficiency principle and the generations principle.	pdf	0	0	1	0	0	0	0	0
2974	the principles of a green fair and inclusive economy green economy coalition this brief publication was prepared as an input into the un conference on sustainable development by the green economy coalition a global network of organisations committed to accelerating the transition to a new green inclusive economy.	pdf	0	0	1	0	0	0	0	0
2975	the publication also includes a section on knowledge sharing and capacity development and theimportance in diffusing this knowledge across and within countries.	pdf	0	0	1	0	0	0	0	0
2976	the publication identifies a series of policy actions governments can take that will help to drive innovation and overcome market failures.	pdf	0	0	1	0	0	0	0	0
2977	the publication recognises that small islands are microcosms that exhibit characteristics of the earth but on a much smaller scale and can be used as examples for leaders in larger cities nations or regions.	pdf	0	0	1	0	0	0	0	0
2978	the publication recognises that the term leds is a relatively new concept first used by unfccc in but that its use has been becoming more and more frequent and currently is mentioned in negotiating texts from cop and beyond including the copenhagen accord which recognised that a leds is indispensable to sustainable development.	pdf	0	0	1	0	0	0	0	0
2979	the report also calls for better measures to monitor economic performance and mentions comprehensive wealth which includes natural capital as an example.	pdf	0	0	1	0	0	0	0	0
2980	the report also defines the economic social and environmental challenges faced by jordan and identifies the sectors that present the greatest opportunities for further investment to drive the transition to a green economy.	pdf	0	0	1	0	0	0	0	0
2981	the report also details how the work programs of the oecd are contributing to international green growth work including its efforts to support countries in the design and implemenstrategies for greener and more inclusive growth.	pdf	0	0	1	0	0	0	0	0
2982	the report also details the changes that may face foreign business in the five year period in terms of cost implications associated with changes to the minimum wage value added tax increases raw material resource price reforms and environment related taxes.	pdf	0	0	1	0	0	0	0	0
2983	the report also includes sections on investment in physical infrastructure and target sectors investment in human capital and societal infrastructure restating that a green economy must contribute to the millennium development goals mdgs enabling the transition towards a green economy with the following sub sections on mainstreaming environmental and social integration public and private financing full cost pricing sustainable trade assessment and indicators.	pdf	0	0	1	0	0	0	0	0
2984	the report also offers options for absolute decoupling of environmental impact and economic growth something intrinsic to the survival of human civilization according to unep.	pdf	0	0	1	0	0	0	0	0
2985	the report asserts that sustained green growth will require both a fundamental change in the energy system itself and a policy framework that allows the private sector to discover and capture the gains that transformation can provide to the entire economy.	pdf	0	0	1	0	0	0	0	0
2986	the report asserts that the greatest challenge to mitigating climate change is not the macroeconomic costs but the lack of policy regulatory and institutional structures to support the shift to a more sustainable economy that combines low carbon growth with job and income creation in developing countries.	pdf	0	0	1	0	0	0	0	0
2987	the report asserts that this can be done by adopting suitable policies to promote non carbon intensive fuels renewables and state of the art technologies to promote energy efficiency.	pdf	0	0	1	0	0	0	0	0
2988	the report begins by analysing the history of the economic growth paradigm summarising the key factors that have supported the dominance of growth in global history and then continues to provide insight on some of the contemporary political factors and technical initiatives that have led to new thinking on green united nations. a guide to the green economy growth and human well being as indicators for social progress.	pdf	0	0	1	0	0	0	0	0
2989	the report begins by stating that although economic growth has lifted more than million people out of poverty over the past years it has often come at the expense of the environment.	pdf	0	0	1	0	0	0	0	0
2990	the report begins by stating that innovation will be an important part of the transition to green growth economies and without it it will be very difficult and costly to achieve greener economies.	pdf	0	0	1	0	0	0	0	0
2991	the report concludes by analysing the enabling conditions of a transition to the green economy which include finance development access and technology trade tariffs and investment taxation incentives and fiscal reform education training and capacity enhancement standards and regulation government procurement governance and institutions information data analysis and communication.	pdf	0	0	1	0	0	0	0	0
2992	the report concludes that a shift to sustainability in terms of improved human well being and social equity can lead to healthier and more economically productive oceans that can simultaneously benefit coastal communities and ocean linked industries.	pdf	0	0	1	0	0	0	0	0
2993	the report concludes that relative decoupling where intensity per unit of economic growth is falling is evident in the following areas water use nitrogen and phosphorus surpluses greenhouse gas emissions and material consumption.	pdf	0	0	1	0	0	0	0	0
2994	the report concludes that the private sector is a critical sector in addressing the needs of vulnerable communities and has much to contribute to the development and implementation of climate adaption strategies including sector specific expertise technology financing efficiency and entrepreneurial spirit.	pdf	0	0	1	0	0	0	0	0
2995	the report concludes with a section on how uk businesses can work with the government to benefit from the transition to the new global green economy.	pdf	0	0	1	0	0	0	0	0
2996	the report defines green jobs as work in agricultural manufacturing research and development administrative and service activities that contribute substantially to preserving or restoring environmental quality.	pdf	0	0	1	0	0	0	0	0
2997	the report discusses the economic environmental and social objectives that green growth can help developing countries to achieve and review economic growth and environmental trends over recent years and speculates on how economic and social trends will evolve in the years to come.	pdf	0	0	1	0	0	0	0	0
2998	the report documents the efforts the adb is employing to incorporate environmental concerns into country development strategies and investment operations.	pdf	0	0	1	0	0	0	0	0
2999	the report evaluates interventions that promote low carbon development in five key sectors electric power oil and gas energy end use transport and agriculture and forestry.	pdf	0	0	1	0	0	0	0	0
3000	the report explores how canadians and the institutions they work for define the green economy and its associated concepts what potential gains exist for regular canadians successes best practice and lessons learned challenges and opportunities presented by the transition and the role of government and stakeholders.	pdf	0	0	1	0	0	0	0	0
3001	the report identifies five priority areas for unesco in the transition to a green economy.	pdf	0	0	1	0	0	0	0	0
3002	the report identifies opportunities available to businesses as well as guiding the actions required for government and consumers to achieve the emissions reductions for australia at the lowest possible cost.	pdf	0	0	1	0	0	0	0	0
3003	the report identifies sectors that include energy water transport waste management agriculture and tourism.	pdf	0	0	1	0	0	0	0	0
3004	the report identifies the challengfaced by adb s developing member countries which are experiencinsome of the highest economic growth rates in the world.	pdf	0	0	1	0	0	0	0	0
3005	the report identifies the main failings of our current economic paradigm and highlights the causes and what can be done to reverse negative trends.	pdf	0	0	1	0	0	0	0	0
3006	the report includes papers by experts from academia government and civil united nations. a guide to the green economy society on what the world has learned about institutions for sustainable development from the past and what can be proposed about the governance challenges and opportunities for the continuous development of a green economy in the future.	pdf	0	0	1	0	0	0	0	0
3007	the report indicates that a global transition to a low carbon and sustainable economy can create large numbers of green jobs across these sectors and become an engine for development.	pdf	0	0	1	0	0	0	0	0
3008	the report interprets sustainable development as non declining human welfare over time that is a development path that makes people better off today but makes people tomorrow have a lower standard of living is not sustainable.	pdf	0	0	1	0	0	0	0	0
3009	the report is based around financial investments and their importance in the development of low carbon economies.	pdf	0	0	1	0	0	0	0	0
3010	the report is based upon the results of a survey of business leaders committed to advancing climate action especially in ways that build the resilience of vulnerable communities in developing countries.	pdf	0	0	1	0	0	0	0	0
3011	the report is not a national strategy of the australian government per se but it was funded through the australian carbon trust and regional and national governmental departments.	pdf	0	0	1	0	0	0	0	0
3012	the report maintains that this can be blamed on market policy and institutional failures.	pdf	0	0	1	0	0	0	0	0
3013	the report mentions that business response to climate change forms part of the transition to a green economy defined as one that is low carbon resource efficient and socially inclusive.	pdf	0	0	1	0	0	0	0	0
3014	the report observes that developed countries appear to show stabilization of resource and energy consumption however these economies appear to have exported the more energy and resource intensive elements elsewhere.	pdf	0	0	1	0	0	0	0	0
3015	the report offers facts and statistics of natural resource flows and trade globally and notes that consumption of natural resources is still rapidly rising.	pdf	0	0	1	0	0	0	0	0
3016	the report outlines the philosophy behind the strategy as well its the institutional foundations and key policies and programs across various sectors climate policy green energy green technology and industry green cities transportation and buildings and green life.	pdf	0	0	1	0	0	0	0	0
3017	the report presents three overarching growth poles that can provide opportunities for low carbon economic growth and place the global economy on a path to more sustainable development.	pdf	0	0	1	0	0	0	0	0
3018	the report proposes a mix of policy actions that would stimulate economic recovery and at the same time improve the sustainability of the world economy.	pdf	0	0	1	0	0	0	0	0
3019	the report provides a toolkit of policy options that are available for countries to draw upon when designing a green growth strategy reforms of the structure of taxes and charges with a view to pricing negative environmental externalities.	pdf	0	0	1	0	0	0	0	0
3020	the report provides evidence that the transition has sound economic and social justification and offers governments and the private sector means to contribute to the shift.	pdf	0	0	1	0	0	0	0	0
3021	the report puts a heavy emphasis on an equitable green economy to the extent to which it per se.	pdf	0	0	1	0	0	0	0	0
3022	the report refrains from defining low carbon growth directly but does offer a series of elements that should be considered in the development of a low carbon plan.	pdf	0	0	1	0	0	0	0	0
3023	the report represents a first attempt at translating the oecd indicators for green growth to the national level and providing feedback to the international community.	pdf	0	0	1	0	0	0	0	0
3024	the report reveals that two million people already work in fields that contribute to building resilience to climate change across the usa.	pdf	0	0	1	0	0	0	0	0
3025	the report reveals unesco s vision that aims to counter the above challenges by providing a new way forward through the development of an inclusive green society and economy.	pdf	0	0	1	0	0	0	0	0
3026	the report states that stabilising carbon emissions at ppm to ensure global temperature rises do not increase further than degrees centigrade above the pre industrial average depends on our will and united nations. a guide to the green economy ability to make a fast transition to a low carbon growth economy.	pdf	0	0	1	0	0	0	0	0
3027	the report stresses that growth resulting from international trade of green goods and services should be inclusive building the human and productive capacities of developing countries and stimulating economic diversification employment for the poor and increased access to basic services such as energy water housing education communications and transport.	pdf	0	0	1	0	0	0	0	0
3028	the report structures the selected indicators intofive interrelated groups sustainability and equity environmental and resource productivity natural asset base environmental quality of life and policy responses and economic opportunities.	pdf	0	0	1	0	0	0	0	0
3029	the report then analyses the conditions required for large scale decarbonisation of the sectors to by providing technical and analytical elements for emissions reductions.	pdf	0	0	1	0	0	0	0	0
3030	the report was commissioned to advise the uk government if there was a consensus definition to the term sustainable development and the implications of sustainable development for the measurement of economic progress and the appraisal of projects and policies.	pdf	0	0	1	0	0	0	0	0
3031	the resulting vision was to make singapore a liveable and lively city state one that singaporeans love and are proud to call home.	pdf	0	0	1	0	0	0	0	0
3032	the road to rio for a development led green economy unctad the road to rio publications by the united nations conference on trade and development provide a series of essay compilations all based around the what why and how of making the transition to a development led green economy.	pdf	0	0	1	0	0	0	0	0
3033	the road to rio for a development led green economy.	pdf	0	0	1	0	0	0	0	0
3034	the roadmap identifies the policies already in place in the region that contribute to a green economy such as payments for ecosystem services renewable energy incentives i.e.	pdf	0	0	1	0	0	0	0	0
3035	the roadmap provides policymakers in the region with a comprehensive list of policy options and practical implementing strategies as well as examples of successful practices woven through more than fact sheets and case studies.	pdf	0	0	1	0	0	0	0	0
3036	the roadmap then provides recommendations for further development of the green economy.	pdf	0	0	1	0	0	0	0	0
3037	the rok has since been instrumental in promoting the concept more broadly including through the oecd.	pdf	0	0	1	0	0	0	0	0
3038	the role of technology within the context of building an equitable green economy.	pdf	0	0	1	0	0	0	0	0
3039	the second issue provides a series of real world references for governments businesses and civil society what is referred to in this volume as pathways to a development led green economy.	pdf	0	0	1	0	0	0	0	0
3040	the statement included the hope that the economic recovery would be the turning point for an ambitious and effective international response to the multiple crises facing humanity based on a global green economy.	pdf	0	0	1	0	0	0	0	0
3041	the strategic framework provides a vision for guiding principles strategic objectives programmes of action enabling pillars and a roadmap for implementation.	pdf	0	0	1	0	0	0	0	0
3042	guide the process of mainstreaming climate resilience and low carbon development into key sectors of the economy.	pdf	0	0	1	0	0	0	0	0
3043	setting the development context for the island which documents the existing development plans and programs before analysing the policy legal and institutional elements of low carbon development.	pdf	0	0	1	0	0	0	0	0
3044	stating that rwanda has experienced significant human and social development in recent years however the country s future socio economic development is uncertain its population will more than double by the country is vulnerable to climate change as it is strongly reliant on rain fed agriculture and it is reliant on oil imports and therefore vulnerable to price increases and fluctuations.	pdf	0	0	1	0	0	0	0	0
3045	builds on escap s definition of green growth that emphasises ecologically sustainable economic progress to foster low carbon socially inclusive development.	pdf	0	0	1	0	0	0	0	0
3046	comprises a number of reports including towards green growth towards green growth monitoring progress oecd indiand tools for delivering green growth.	pdf	0	0	1	0	0	0	0	0
3047	comprises key components each of which are explored in detail. identification and assessment of alternatives and opportunities in low carbon development. design and implementation of plans policies and measurements in low carbon development and. design and construction of mrv monitoring reporting and verification system.	pdf	0	0	1	0	0	0	0	0
3048	defines an emerging concept that recognises that environmental protection is a driver of global and national economic development.	pdf	0	0	1	0	0	1	0	0
3049	the strategy documents what the uk government is doing to ease the transition which include promotion of international action regulation financial incentives voluntary agreements fiscal measures public sector procurement provision of information and targeted work to unblock non financial barriers to the deployment of clean energy technologies.	pdf	0	0	1	0	0	0	0	0
3050	the strategy has three overall objectives to promote eco friendly new growth engines for the national economy to enhance the quality of life for the members of the society and to contribute to the international efforts to fight climate change.	pdf	0	0	1	0	0	0	0	0
3051	the strategy identifies priority areas with the potential to mitigate india s carbon emissions and put the country on the path to a low carbon economy.	pdf	0	0	1	0	0	0	0	0
3052	the strategy is based largely around escap s holistic green growth approach which states that the economy the environment and society are not mutually exclusive but rather interdependent deeply intertwined and integral components of one another.	pdf	0	0	1	0	0	0	0	0
3053	the strategy proposes a framework for organisations in both the public and private sectors to help develop sustainable projects and initiatives around a series of strategic indicators that were agreed upon by wide consensus.	pdf	0	0	1	0	0	0	0	0
3054	the strategy proposes green growth as a new growth paradigm that can address the challenges of climate change and resource depletion.	pdf	0	0	1	0	0	0	0	0
3055	the strategy recognises the challenges that small island developing states face with regard to the impacts of climate change.	pdf	0	0	1	0	0	0	0	0
3056	the strategy states that columbia should take advantage of international financial incentives to promote low carbon growth and prepare the economy for a future carbon conscious global economy.	pdf	0	0	1	0	0	0	0	0
3057	the strategy states that market based initiatives such as an effective emissions trading system would promote private investment and green innovation.	pdf	0	0	1	0	0	0	0	0
3058	the strategy towards green growth was launched at the oecd ministerial council meeting in may. it includes a suite of publications including a policy toolkit and indicators see http www.oecd.org document en.html united nations. a guide to the green economy a number of other international organisations think tanks and academics have also turned their attention to green growth including the world bank and the green growth leaders.	pdf	0	0	1	0	0	0	0	0
3059	the structural changes as indicated in the second section of the paper include fostering the transition towards green technologies easing the transition towards a greener economy green policies to sustain the economy sectoral re allocation and managing green tax revenues in times of public finance deterioration.	pdf	0	0	1	0	0	0	0	0
3060	the study highlights that significant untapped trade opportunities exist and are expected to continue to expand in the future.	pdf	0	0	1	0	0	0	0	0
3061	the third issue moves forward the debate focusing primarily on commitments and outcomes and the potential of rio to generate innovative ideas policies and to consolidate sustainable development strategies of governments.	pdf	0	0	1	0	0	0	0	0
3062	the top ten national performers for were new zealand denmark germany norway iceland sweden brazil canada finland and the united kingdom.	pdf	0	0	1	0	0	0	0	0
