text	provenance	civic	domestic	green	industrial	inspired	market	project	renown
the testing of this organization presupposes verifying that things function as predicted that the solution to the problem is realistic.	Manually_gathered	0	0	0	1	0	0	0	0
the tolerance required to adjust to others can also be expressed in terms of emancipation from \'bourgeois morality\' the streamlined human being has learnt from psychoanalysis and more generally from the diffusion of \'interpretation as exercise of suspicion\' that one must know how to free oneself from moralism by casting suspicion on the hidden motives involved in moralizing ventures and acknowledging the validity of ambivalence.	Manually_gathered	0	0	0	0	0	0	1	0
the tools for measuring time take advantage of the regularity with which industrial objects function and endow the industrial world with a representation of time that is not unlike the topography of this world in which one can be transported without friction can move ahead or make a retrospective return to the past.	Manually_gathered	0	0	0	1	0	0	0	0
the tools that help establish the worth of fame include brochures flyers booklets magazines newsletters books public relation offices audiovisual productions press releases and interviews.	Manually_gathered	0	0	0	0	0	0	0	1
the transaction presupposes that people have enough perspective and that the object is detached enough to allow the play of competition with others.	Manually_gathered	0	0	0	0	0	1	0	0
the tribal member most active in the clavey controversy is a grandmother named phyllis harness who expressed her attachment to the clavey in many ways including the fact that her grandson is named clavey.	Manually_gathered	0	0	1	0	0	0	0	0
the trust stores (mozilla microsoft etc.)	Manually_gathered	0	1	0	0	0	0	0	0
the trust stores can be updated to the latest version using either the cli:	Manually_gathered	0	1	0	0	0	0	0	0
the two groups are not separate from one another but rather of the same flesh.	Manually_gathered	0	1	0	0	0	0	0	0
the typical objects are for instance visiting cards gifts estates houses titles.	Manually_gathered	0	1	0	0	0	0	0	0
the unforeseen accidents of creation (with all its happily uncontrolled and mysterious aspects) its detours call for humility which allows one to transcend the prideful assurance of the expert.	Manually_gathered	0	0	0	0	1	0	0	0
the universal value of uniqueness (relation of worth).	Manually_gathered	0	0	0	0	1	0	0	0
the value of the item is determined in a market test and problems dealt with as instances of cheating on real quality are raised by the implicit reference to a different form of value often industrial in nature (eymard duvernay b p. ).	Manually_gathered	0	0	0	0	0	1	0	0
the various actions are integrated into a single homogeneous plan which is governed by axes guidelines dimensions degrees and levels.	Manually_gathered	0	0	0	1	0	0	0	0
the verdict delivered on the quality of a link does not take into account only the distance that it has made it possible to bridge that is to say its ex ante probability (less likely links being more prized than very likely ones).	Manually_gathered	0	0	0	0	0	0	1	0
the verdict of the vote (judgmfnt) voting election consultation mobilization cause (support a) awareness (achieving).	Manually_gathered	1	0	0	0	0	0	0	0
the waking dream (objects) mind body dream unconscious drug.	Manually_gathered	0	0	0	0	1	0	0	0
the way pgp works is that you trust key ids instead of jid\'s or email addresses.	Manually_gathered	0	1	0	0	0	0	0	0
the way the labor force is organized in the field of work is regulated by social laws which are themselves the outcome of the nineteenth century effort to implement a civic principle of equivalence.	Manually_gathered	1	0	0	0	0	0	0	0
the way to escape from reality is to let imagination run wild  turn individuals into explorers of the imaginary so they can succeed in descending into the unconscious  for all creation draws upon the unconscious.	Manually_gathered	0	0	0	0	1	0	0	0
the word responsibility may be ambiguous here because it also serves to designate the relation of domestic worth.	Manually_gathered	0	0	0	1	0	0	0	0
the words used to describe their personal qualities can also be used to qualify things.	Manually_gathered	0	0	0	1	0	0	0	0
the world of fame unlike the domestic world but similar in this respect to the market world the world of public opinion places little value on memory.	Manually_gathered	0	0	0	0	0	0	0	1
the world of inspiration	Manually_gathered	0	0	0	0	1	0	0	0
the worth of persons depends on the state they are in: as particular persons they are unworthy because they are reduced to being merely themselves isolated individuals  slaves of their own particular interests and condemned to powerlessness they become worthy when they accede to the general state and make themselves the expression of a general will and the embodiment of a general interest.	Manually_gathered	1	0	0	0	0	0	0	0
the worth of the objects and arrangements created can be confused with this dignity to the point of blurring the boundary of humanity.	Manually_gathered	0	0	0	1	0	0	0	0
the worth that in the domestic world is a function of the position one occupies m chains of personal dependence can only be grasped in a relational sense: worthier than...  less worthy than... for the same reasons the exercise of worth is subject here to constraints of place and time linked to the need to present oneself in person in the presence of others in order to manifest one\'s own importance.	Manually_gathered	0	1	0	0	0	0	0	0
the worthiest persons in terms of inspiration are often despised by the world at large they may be poor dependent and useless.	Manually_gathered	0	0	0	0	1	0	0	0
the worthy act naturally because they are moved by habits.	Manually_gathered	0	1	0	0	0	0	0	0
the ycmd test directory.	Manually_gathered	0	0	0	1	0	0	0	0
their authority depends exclusively on their competence.	Manually_gathered	0	0	0	0	0	0	1	0
their main qualities are those opportunistic in sorting and seizing the opportunities of the market to be unhampered by any personal link and to be emotionally under control.	Manually_gathered	0	0	0	0	0	1	0	0
their main qualities are to be distinguished straightforward faithful and to have character.	Manually_gathered	0	1	0	0	0	0	0	0
their qualities are to be official or statutory.	Manually_gathered	1	0	0	0	0	0	0	0
their relationships can be said to be harmonious when organized measurable functional standardized. the industrial world is the one in which technological objects and scientific methods have their place.	Manually_gathered	0	0	0	1	0	0	0	0
their typical way of acting is to dream to imagine to rebel or to have living experiences.	Manually_gathered	0	0	0	0	1	0	0	0
their wealth allows them to have what others want valuable objects luxury items upscale products.	Manually_gathered	0	0	0	0	0	1	0	0
their wealth is proportionally to their own value which they know how to sell and which is expressed by their success designated in particular by the vocabulary of competition: getting ahead challenging oneself taking the edge being a winner a top dog.	Manually_gathered	0	0	0	0	0	1	0	0
their worthiness is qualified first by their dimensions: confederate (confederate congress) national or international and by the fact that they belong to public space as opposed to the private world: one speaks of public agencies.	Manually_gathered	1	0	0	0	0	0	0	0
them is not a happy owner of android device yet it\'s truly hoped performance is not that poor on actual device compared	Manually_gathered	0	0	0	0	0	1	0	0
then use it in your project code:	Manually_gathered	0	0	0	0	0	0	1	0
there are also versions of pageturner available through the google play market which have access keys built in:	Manually_gathered	0	0	0	0	0	1	0	0
there are comparative differences also relating generally to the fact that in the united states the emphasis is more on equal rights while in france the emphasis is on solidarity against inequality (but not as much on civil rights).	Manually_gathered	1	0	0	0	0	0	0	0
there are many implementations of sorts in the java standard library that are much better for performance reasons.	Manually_gathered	0	0	0	1	0	0	0	0
there are several senses in which the river is characterized as a unique natural place: in terms of being the last undammed river in the ecosystem in terms of its specific role in local heritage and its historical importance in terms of being a rare ecosystem not found elsewhere and in terms of the number of endangered species which live in the ecosystem.	Manually_gathered	0	0	1	0	0	0	0	0
there are two project suites included:	Manually_gathered	0	0	0	0	0	0	1	0
there is a set of sample penn tree bank (ptb) corpus in `data` directory which is a popular benchmark for measuring quality of these models.	Manually_gathered	0	0	0	1	0	0	0	0
there is also an example blog project included.	Manually_gathered	0	0	0	0	0	0	1	0
there is no minimum monthly contract or a setup fee.	Manually_gathered	0	0	0	0	0	1	0	0
these attitudes are also natural when they are based on good sense (principles based on good sense) or on predispositions (get a favorable predisposition right away) as they often turn out to be naturally in harmony with the way the world is evolving.	Manually_gathered	0	1	0	0	0	0	0	0
these beings are worthy and great when they are odd wonderful emotional.	Manually_gathered	0	0	0	0	1	0	0	0
these claims became crucial points of contention and debate and were given explicit consideration in the decision making by the government agencies involved.	Manually_gathered	0	0	1	0	0	0	0	0
these crisscrossed comparisons weave a network.	Manually_gathered	0	0	0	0	0	0	0	1
these duties call for the rejection of all selfishness: discomfort is produced in social life when one approaches it only in terms of oneself and not in terms of others.	Manually_gathered	0	1	0	0	0	0	0	0
these extensions are standardized as well in so called	Manually_gathered	0	0	0	1	0	0	0	0
these gatherings are particularly favorable to the development of collective worth when they aim at demanding justice by taking recourse to the law to settle a dispute or better yet when they provide the opportunity for a reconsideration that appeals to the judgment of all against institutions and against judges accused of monopolizing the law and bending it in favor of the particular interests of certain parties.	Manually_gathered	1	0	0	0	0	0	0	0
these identifying arrangements reveal persons by linking them to a household a family a milieu a society (in the sense of a respectable social group).	Manually_gathered	0	1	0	0	0	0	0	0
these industries explicitly market a struggle of man against the wild and an escape from domestic life and in the clavey dispute they are a primary source of the environmental arguments against the dam.	Manually_gathered	0	0	1	0	0	0	0	0
these inexorable indispensable requirements take the form of constraints that condition action and must therefore be taken into account one must take responsibility for them.	Manually_gathered	0	0	0	1	0	0	0	0
these innovators have scientists and especially artists as their models.	Manually_gathered	0	0	0	0	0	0	1	0
these justifications consider the worth of things only in terms of price and support a very short term construction of time in which the market competition test is the basis for evaluation.	Manually_gathered	0	0	0	0	0	1	0	0
these justifications relate to what boltanski and thevenot () term the domestic order of worth in which the claim of a general value is warranted by personal tie or local attachment so that personal character or proximity are considered the source or building blocks of universal goods.	Manually_gathered	0	1	0	0	0	0	0	0
these signs conveyed through words or images take the form of coincidence analogy or metaphor.	Manually_gathered	0	0	0	0	1	0	0	0
these tests may take as much as half an hour to complete.	Manually_gathered	0	0	0	1	0	0	0	0
these three terms themselves are in a relation of equivalence because the bond of personal dependence that connects a less worthy person with a superior always constructed in the image of the father whose state of worth is highest because he is the incarnation of the tradition can be conceived in more than one way: since the worthiest person is found at the point of origin the bond can be read as a link either in the chain of generations or in a hierarchical chain.	Manually_gathered	0	1	0	0	0	0	0	0
these virtues are manifested in behavior that varies depending on the one hand on whether the relationship with intimates or with outsiders is emphasized and on the other hand whether the relationship with superiors or with inferiors is emphasized.	Manually_gathered	0	1	0	0	0	0	0	0
they also possess \'charm\' in the sense that they depart from the stereotyped image one might have had of them before getting to know them.	Manually_gathered	0	0	0	0	0	0	1	0
they are also qualified by properties that express both the determination and the reproduction of sameness (as opposed to originality) and also the flexibility and stability of that which lacking impetus or held in restraint cannot grow: they are frozen in the repetition on of (industrial) routines or (domestic) habits and locked into the reproduction of what is already known.	Manually_gathered	0	0	0	0	1	0	0	0
they are both based on the same type of test the long term efficiency of the project with the same criteria of proof and instruments of evidence (technical evidence from modeling and statistical analysis).	Manually_gathered	0	0	0	1	0	0	0	0
they are capable of optimizing the use they make of their scarcest resource time by selecting their relationships with discrimination and in particular by avoiding linking up with people who occupy kindred positions and are thus likely to contribute superfluous information and connections: \'given that one can\'t do everything what should one concentrate on?	Manually_gathered	0	0	0	0	0	0	1	0
they are determined exclusively by factors deriving from the situation and connections they are caught up in which completely define them.	Manually_gathered	0	0	0	0	0	0	1	0
they are exempt from domestic arrangements as well they abandon common sense in favor of extravagance and they make the familiar strange.	Manually_gathered	0	0	0	0	1	0	0	0
they are finally isolated and cut off from the base and this absence of grounding in the general will gives them an arbitrary character contrary to the rule (irregularity) that leads them toward a fall and annulment (qualities that characterize the greatest deficiency imaginable in the civic world): salaried workers who have been removed from their union functions irregularities that may lead to the annulment of the elections. '	Manually_gathered	1	0	0	0	0	0	0	0
they are not (hierarchical) bosses but integrators facilitators an inspiration unifiers of energies enhancers of life meaning and autonomy.	Manually_gathered	0	0	0	0	0	0	1	0
they are said to be worthy when they are efficient productive operational.	Manually_gathered	0	0	0	1	0	0	0	0
they are thus dependent on the qualities of the objects already identified. in the first place they put to work production factors organized in structures or systems made up of adjusted mechanisms adapted machinery and interactions.	Manually_gathered	0	0	0	1	0	0	0	0
they are worthy and great when they are famous recognized successful or convincing.	Manually_gathered	0	0	0	0	0	0	0	1
they are worthy when they are rich.	Manually_gathered	0	0	0	0	0	1	0	0
they can do this by taming their superiors\' honor this presupposes a compromise with the world of public opinion: what can be said of the wife who through her own fault compromises her husband\'s honor or reputation?	Manually_gathered	0	1	0	0	0	0	0	0
they connect with one another through competitive relationships.	Manually_gathered	0	0	0	0	0	1	0	0
they dissolve into subgroups or worse into self serving individualism: democracy cannot be improvised in this world shaped by individualism.	Manually_gathered	1	0	0	0	0	0	0	0
they do not impose their rules or objectives but agree to discuss their positions (principle of tolerance).	Manually_gathered	0	0	0	0	0	0	1	0
they do not keep what they garner via their connections for themselves with the result that the good network remains open and expands continuously to the maximum benefit of all.	Manually_gathered	0	0	0	0	0	0	1	0
they emphasized the integration of valley habitats: the bear is an integrator.	Manually_gathered	0	0	1	0	0	0	0	0
they envision nature as a scarce economic resource with multiple potential uses energy recreation income for the county which must be used efficiently.	Manually_gathered	0	0	0	1	0	0	0	0
they exist in continuity (a property of the unworthy in the inspired world) and they possess all the qualities that manifest permanence such as firmness loyalty punctuality.	Manually_gathered	0	1	0	0	0	0	0	0
they harbor in themselves an aspiration that inclines them toward what is common toward what unites them and incites them to break down their isolation.	Manually_gathered	1	0	0	0	0	0	0	0
they have a common desire to be recognized a common craving for respect.	Manually_gathered	0	0	0	0	0	0	0	1
they have the capacity to represent the others\' interests that is to transform the interests of each into a collective interest: the feeling of dissatisfaction is spontaneous the sense that something is wrong.	Manually_gathered	1	0	0	0	0	0	0	0
they implement tools methods criteria plans figures graphs etc.	Manually_gathered	0	0	0	1	0	0	0	0
they know how to locate sources of information (\'being a radar\' bellenger ) and to select between connections with a lot of new potential and those that revert to routine existing links.	Manually_gathered	0	0	0	0	0	0	1	0
they know how to recognize and welcome what is mysterious imaginative original unspeakable unnamable ethereal or invisible and they are at ease in informal situations.	Manually_gathered	0	0	0	0	1	0	0	0
they make it clear (without this being attributable to strategy or calculation) that they are not reducible to the statutory properties defining them in their curriculum vitae.	Manually_gathered	0	0	0	0	0	0	1	0
they make it possible to establish laws on the basis of frequencies and to reduce the role of chance by exhibiting probable relations on the basis of averages.	Manually_gathered	0	0	0	1	0	0	0	0
they may erode our freedom to act autonomously but in return they provide some meaning in our lives and on the job.	Manually_gathered	0	0	0	0	0	0	1	0
they must also be aware of approaches and practices recommended by experienced industry experts to ensure every use of ai brings overall benefit to mankind.	Manually_gathered	0	0	0	1	0	0	0	0
they must also show themselves capable of becoming established in them by forging links that last as long as is necessary.	Manually_gathered	0	0	0	0	0	0	1	0
they must anticipate the possibility of failure by relying on predictive indicators.	Manually_gathered	0	0	0	0	0	0	1	0
they must launch appeals debate democratically pursue discussions publicize their policies inform and in order to be heard multiply explanations as much as possible.	Manually_gathered	1	0	0	0	0	0	0	0
they possess the art of reconciling opposites and know how to bring very different people together and put them in contact.	Manually_gathered	0	0	0	0	0	0	1	0
they promoted numerous mitigation measures such as wildlife road passages to allow for cohabitation.	Manually_gathered	0	0	1	0	0	0	0	0
they regard everyone as contact able and any contact as possible and natural they treat well known and obscure people in identical fashion.	Manually_gathered	0	0	0	0	0	0	1	0
they risk not finding a way to attach themselves to projects and ceasing to exist.	Manually_gathered	0	0	0	0	0	0	1	0
they should also be reasonably optimized for fast performance while still being easy to read.	Manually_gathered	0	0	0	1	0	0	0	0
they standardize by using definitions and investigations to produce objects in due form whose functions can be grasped by criteria or characteristics.	Manually_gathered	0	0	0	1	0	0	0	0
they stem equally from a mind and a body (a gift may be manifested either in gestures or in words) that are prepared to receive inspiration in other words that are cut off from what connects them to arrangements of other natures and placed in a state of availability.	Manually_gathered	0	0	0	0	1	0	0	0
they tend to ignore the differences between separate spheres.	Manually_gathered	0	0	0	0	0	0	1	0
they thus have the duty of shaking off the yoke of separating themselves from the herd of seeking individual liberation not in order to pursue a selfish goal but in order to achieve human dignity while reestablishing authentic relations among human beings.	Manually_gathered	0	0	0	0	1	0	0	0
they write to people in the public eye to express their admiration and request advice or a meeting.	Manually_gathered	0	0	0	0	0	0	1	0
think of it as an easy way to get your scripts up on the web for routine data analysis file processing or anything else.	Manually_gathered	0	1	0	0	0	0	0	0
this access is direct and high performance yet also wrapped in a type safe	Manually_gathered	0	0	0	1	0	0	0	0
this act of becoming aware gives persons the will to organize themselves  that is to surmount the singularities that divide them in order to bring about the union of all.	Manually_gathered	1	0	0	0	0	0	0	0
this activity is liberating because it frees people from the oppression of selfish interests.	Manually_gathered	1	0	0	0	0	0	0	0
this advertisement for the river then paid crucial dividends in the form of pressure on the dam proponents to recognize that not just the politicians were against the dam but also masses of people from throughout the state and nation many of whom wrote letters to government calling for a halt to the project.	Manually_gathered	0	0	0	0	0	0	0	1
this arrangement locked into the body ensures the stability of behavior without requiring obedience to instruction as industrial routines do.	Manually_gathered	0	1	0	0	0	0	0	0
this attempt to generalize the cause is couched in civic language of solidarity between struggles during meetings where spokespersons provide testimonies of comparable experiences.	Manually_gathered	1	0	0	0	0	0	0	0
this attention does not serve to temper selfishness it is consubstantial with selfishness in the market order.	Manually_gathered	0	0	0	0	0	1	0	0
this attitude will tend to create a climate of understanding based on discretion and reserve: the best way to appear well brought up.	Manually_gathered	0	1	0	0	0	0	0	0
this behavior has chain reaction effects among apps with similar sdks greatly aggravating the overall device performance.	Manually_gathered	0	0	0	1	0	0	0	0
this can add a human touch to the output it feels like you\'re the writer!	Manually_gathered	0	0	0	1	0	0	0	0
this capacity is expressed in work that is the implementation of the energy of men of action.	Manually_gathered	0	0	0	1	0	0	0	0
this capacity is inherent in everyone: most people i believe are born salesmen	Manually_gathered	0	0	0	0	0	1	0	0
this category relates to the industrial order of worth in the boltanski and thevenot () scheme but industrial here is not limited to the industrial economic sector.	Manually_gathered	0	0	0	1	0	0	0	0
this city is founded on the mediating activity employed in the creation of networks making it valuable in its own right independently of the goals pursued or the substantive properties of the entities between which the mediation is conducted.	Manually_gathered	0	0	0	0	0	0	1	0
this civic worth counteracts the personal dependencies on which domestic worth is based as well as the opinions of others which constitute the worth of renown.	Manually_gathered	1	0	0	0	0	0	0	0
this cohabitation problem is found in both cases but is perhaps more central in france where the connection between wild nature and domesticated nature has been built up over time.	Manually_gathered	0	0	1	0	0	0	0	0
this competition among the individuals\' lusts subordinates to the desires of others the price attached to the possession of a commodity.	Manually_gathered	0	0	0	0	0	1	0	0
this contentious situation is a malfunctioning a problem a breakdown an accident: the reduction of rejects accidents and nonproductive time often makes it possible to reduce physical costs and wastes of human energy at the same time.	Manually_gathered	0	0	0	1	0	0	0	0
this dataset was created from d reconstructed spaces captured by our customers who agreed to make them publicly available for academic use.	Manually_gathered	0	0	0	0	0	1	0	0
this definition provides criteria for example criteria of representation  and codes making it possible to identify the various collective persons and to distribute among them the individuals whose identity may be defined in turn by their membership in collectives.	Manually_gathered	1	0	0	0	0	0	0	0
this detachment is what guarantees the candidates\' independence and \'\'freedom of speech: one must respect... the independence of judgment that is necessary in such circumstances and a lack of independence with respect to management suffices in itself for a labor union to be declared nonrepresentative freedom is the condition of dignity because it respects the aspiration of citizens to unity.	Manually_gathered	1	0	0	0	0	0	0	0
this document aims to track the progress in natural language processing (nlp) and give an overview	Manually_gathered	0	0	0	1	0	0	0	0
this functionality can be implemented in software or hardware running in an appliance device or in a typical server running a common operating system.	Manually_gathered	0	0	0	1	0	0	0	0
this functionality is enabled by default when the tool is launched.	Manually_gathered	0	0	0	1	0	0	0	0
this functionality is expressed in an organization and it implies both a synchronic articulation with other beings and a temporal articulation.	Manually_gathered	0	0	0	1	0	0	0	0
this functioning may lead to a reordering of the hierarchy of functions: the qualification of the tasks evolves in the opposite direction from the hierarchy of the original functions.	Manually_gathered	0	0	0	1	0	0	0	0
this helps prevent a many to one mapping from the latent code to the output during training also known as the problem of mode collapse and produces more diverse results.	Manually_gathered	0	0	0	1	0	0	0	0
this holds true for children who are curious inventive passionate  for women the simple minded and madmen and also for poets artists (who are of the same nature as women) monsters \'\'frightening imaginary creatures  and other freaks of nature.	Manually_gathered	0	0	0	0	1	0	0	0
this instrumental construction of action implying a spatial and temporal detour by way of objects that serve as relays is thus envisaged here as a specific feature of the industrial world and not as a property that would be of a higher order of generality characterizing the actions of human beings endowed with reason.	Manually_gathered	0	0	0	1	0	0	0	0
this is a collection of algorithms and data structures which i\'ve implement over the years in my academic and professional life.	Manually_gathered	0	0	0	1	0	0	0	0
this is a script which generates a list of compiler flags from a project with an arbitrary build system.	Manually_gathered	0	0	0	0	0	0	1	0
this is achieved while using a relatively simple model architecture and a standard training procedure.	Manually_gathered	0	0	0	1	0	0	0	0
this is an essential goal of both sides of the clavey conflict and both sides were active in lobbying both directly and indirectly.	Manually_gathered	0	0	0	0	0	0	0	1
this is one of the ways in which the projective city can win over forces hostile to capitalism: by proposing a grammar that transcends it which they in turn will use to describe their own activity while remaining oblivious of the fact that capitalism too can slip into it.	Manually_gathered	0	0	0	0	0	0	1	0
this is particularly true of the professional river rafters who became involved in the opposition campaign (they spend more time physically near the clavey than anyone else) and of the members of the me wuk tribe who attach not simply an emotional but a religious importance to the clavey canyon.	Manually_gathered	0	0	0	0	1	0	0	0
this is similar to contracts but less legal and more medieval.	Manually_gathered	0	0	0	0	0	1	0	0
this is the case for example with opinion leaders whose opinion prevails and who determine public opinion  journalists who judge whether or not public opinion is receptive or not public relations agents hostesses spokesperson and press agents.	Manually_gathered	0	0	0	0	0	0	0	1
this is the case when the networker keeps information to himself weaves connections in secret unbeknownst to his team in order not to share the links he has established and retain the benefits for himself avoiding a situation where others can pursue them without going through him (\'the most important adaptive function of a network consists in absorbing and redistributing information\' landier ).	Manually_gathered	0	0	0	0	0	0	1	0
this is the case with large bodies: \'for large bodies are today anti networks inasmuch as they exercise authority over their members in order to further their own objectives\' (bellenger ).	Manually_gathered	0	0	0	0	0	0	1	0
this is the feature andy warhol was alluding to in his famous announcement that a world is coming in which everyone will have fifteen minutes of fame.	Manually_gathered	0	0	0	0	0	0	0	1
this is the observable contract and sometimes it is the desired behavior.	Manually_gathered	0	0	0	0	0	1	0	0
this is the price of co ordinating themselves in mechanisms and projects.	Manually_gathered	0	0	0	0	0	0	1	0
this is to say that in a network world there is a close correlation between the importance of social capital and of information capital.	Manually_gathered	0	0	0	0	0	0	1	0
this is what confers on them the quality of citizens invested with civil rights: the salaried employees of the company are presumed to enjoy their civil rights.	Manually_gathered	1	0	0	0	0	0	0	0
this is where upbringing shows its full value...	Manually_gathered	0	1	0	0	0	0	0	0
this is why engagement is conceived as voluntary.	Manually_gathered	0	0	0	0	0	0	1	0
this is why such a world has no sanctions other than rejection or exclusion which in depriving someone of their links ( disaffiliation\' in robert castel\'s terminology) expels them to the margins of the network where connections are at once both sparse and worthless.	Manually_gathered	0	0	0	0	0	0	1	0
this kind of worth is based on nothing other than the number of individuals who grant their recognition.	Manually_gathered	0	0	0	0	0	0	0	1
this last register is employed in particular to emphasize the autonomy and even the volition of the network which is stronger than that of the beings immersed in it and whose properties are then described in the language of selforganization self regulation and spontaneous morphogenesis.	Manually_gathered	0	0	0	0	0	0	1	0
this library was made by possible based on code and design inspiration from these sources:	Manually_gathered	0	0	0	0	1	0	0	0
this makes it easy for our developers or someone from the open source community to start working!	Manually_gathered	1	0	0	0	0	0	0	0
this makes the training set too easy which causes the model to perform worse on other benchmarks.	Manually_gathered	0	0	0	1	0	0	0	0
this mode of translation is opposed to everything that in other worlds and once again especially in the industrial world grasps movement in the accomplishment of a determination in a trajectory that is predictable and thus boring.	Manually_gathered	0	0	0	0	1	0	0	0
this mode of understanding beings is expressed in pride respect and shame.	Manually_gathered	0	1	0	0	0	0	0	0
this name shows the connection often made in the united states between civic equality concerns and market concerns which were seen as more effective and generally resonant than strictly environmental arguments (or environmental sounding group names).	Manually_gathered	1	0	0	0	0	0	0	0
this need for connection which is so universal is the reason why everyone can integrate themselves into networks and acquire employability.	Manually_gathered	0	0	0	0	0	0	1	0
this need underlies the interest taken in everything having to do with the body its clothing and its presentation.	Manually_gathered	0	1	0	0	0	0	0	0
this nonessentialist and purely relational character of the worth of fame may be precisely what has encouraged its adoption as a universal standard of measure by the schools of thought within the social sciences that like to highlight the structural and relativist properties of the social world.	Manually_gathered	0	0	0	0	0	0	0	1
this operation takes into account the reality of the buyer\'s desire for the object.	Manually_gathered	0	0	0	0	0	1	0	0
this package provides routines to construct graphs on videos segment them build trees out of them and convert them back to videos.	Manually_gathered	0	1	0	0	0	0	0	0
this place assigned to money in market world tests does not allow us to settle any debates over monetary theory of course but it suggests that money in its function of reserve value attached to a projection onto the future is an ambiguous entity that opens up a passageway to other worlds.	Manually_gathered	0	0	0	0	0	1	0	0
this practice shelters inspired worth from the opinions of others worth in this world is indifferent to signs of contempt but it also accounts for the fragility of this form of worth.	Manually_gathered	0	0	0	0	1	0	0	0
this primacy is a source of authority.	Manually_gathered	0	1	0	0	0	0	0	0
this product is open source and free and will continue to provide free community technical support.	Manually_gathered	1	0	0	0	0	0	0	0
this project gives the opportunity to use your phone even with a broken screen.	Manually_gathered	0	0	0	0	0	0	1	0
this project has been pushed to maven central both in `aar` and `apklib`.	Manually_gathered	0	0	0	0	0	0	1	0
this project is dual licensed under the gplv for foss projects as well as a commercial license for independent software vendors and resellers.	Manually_gathered	0	0	0	0	0	1	0	0
this raises the problem of arranging for cohabitation of humans and animals in making green arguments.	Manually_gathered	0	0	1	0	0	0	0	0
this requirement often forgotten in methodological or political approaches to individualism is the one that defines the individual as a social being socialized by desires that converge toward external goods.	Manually_gathered	0	0	0	0	0	1	0	0
this scale of qualification underlies a hierarchy of states of worth a hierarchy marked by competencies and responsibilities (management leaders decision makers supervisors technicians operators and so on). in work relations and systems of remuneration the formal qualities that express industrial worth are opposed both to a market evaluation that would result immediately from a service provided and to a domestic judgment that would evaluate a person\'s authority.	Manually_gathered	0	0	0	1	0	0	0	0
this shaping of time models in return the reference points for action constituted by goals and missions.	Manually_gathered	0	0	0	1	0	0	0	0
this signifies its a project.	Manually_gathered	0	0	0	0	0	0	1	0
this sort of presence is an intimate attachment to the natural place that phyllis compares to the connections of animals to specific locales or habitats: she compares the me wuk historical migrations through the clavey canyon with the migratory routes of a particular deer herd.	Manually_gathered	0	0	1	0	0	0	0	0
this specialization has in turn made it critical to have a reliable and scalable data pipeline that can capture these changes happening for primary source of truth systems and route them through the rest of the	Manually_gathered	0	0	0	1	0	0	0	0
this strong compromise of technical industrial justifications closely connects technocratic planning by the state with the general interest and this approach is perpetuated through the training of elites in engineering schools for high positions in the state..	Manually_gathered	0	0	0	1	0	0	0	0
this task acts as a regularizer for standard supervised training of the discriminator.	Manually_gathered	0	0	0	1	0	0	0	0
this uses performance counters in the cpu.	Manually_gathered	0	0	0	1	0	0	0	0
this will setup the app in a virtual environment and run the included test app (`app.py`) immediately on port ``.	Manually_gathered	0	0	0	1	0	0	0	0
this world is also peopled with omnipresent objects the economist can overlook their role in the coordination of actions only when he treats them as endowed with a nature independent of the interventions of others.	Manually_gathered	0	0	0	0	0	1	0	0
this worth rests upon the attainment of a state of grace and is therefore completely independent of recognition by others.	Manually_gathered	0	0	0	0	1	0	0	0
this would be to betray his trust.	Manually_gathered	0	1	0	0	0	0	0	0
this\'s the the performance of material style in support package v.	Manually_gathered	0	0	0	1	0	0	0	0
those from whom nothing is to be expected are avoided kept at a distance or more simply ignored.	Manually_gathered	0	0	0	0	0	0	1	0
those without a project who no longer explore networks are threatened with exclusion that is to say in effect with death in a reticular universe.	Manually_gathered	0	0	0	0	0	0	1	0
thus \'the leaner organization that contracts out for services depends on the suppliers of those services and therefore benefits from close co operation with them\' (moss kanter ).	Manually_gathered	0	0	0	0	0	0	1	0
thus a collective workers' organization is open to all workers whatever their political or philosophical opinions nationality age or sex.	Manually_gathered	1	0	0	0	0	0	0	0
thus artists who often embody inspired worth today are worthy because they include the others in the singularity of a proper name: baudelaire cocteau einstein galileo mozart shakespeare and the like.	Manually_gathered	0	0	0	0	1	0	0	0
thus every satisfied driver identifies with his car and \'defends\' it against judgments formulated by others.	Manually_gathered	0	0	0	0	0	0	0	1
thus for example one must never do an end run around a subordinate by giving an order to staff working under that person.	Manually_gathered	0	1	0	0	0	0	0	0
thus for example the press in all its forms allows employees of a company to compare their company their own working conditions and salaries to other companies in the same sector or even in other sectors.	Manually_gathered	0	0	0	0	0	0	0	1
thus identification of the common superior principle in a city leads us straight to the <condition of great man> the great man being the one who embodies the city\'s values as well as to the <condition of little person> defined by the absence of such values.	Manually_gathered	0	0	0	1	0	0	0	0
thus in a projective city someone who has a status is not mobile.	Manually_gathered	0	0	0	0	0	0	1	0
thus in introductions one always introduces the other person to the one to whom the greatest respect is owed  so that in practice the least important person is named first.	Manually_gathered	0	1	0	0	0	0	0	0
thus in this world the forms of the general are identical to the forms of the particular in the industrial or civic worlds.	Manually_gathered	0	1	0	0	0	0	0	0
