text	convention	data_provenance	confidence_value	confidence_level
opportunities for low carbon investment in tanzania an assessment of future emissions growth and low carbon reduction potential.	green	pdf	0	Not_from_Model
the uk low carbon transition plan hm government this white paper sets out the uk s transition plan for building a low carbon uk as part of the government s five point plan to tackle climate change cutting emissions maintaining secure energy supplies maximising economic opportunities and protecting the most vulnerable.	green	pdf	0	Not_from_Model
the plan will deliver emission cuts of on levels by and over a one third reduction on levels.	green	pdf	0	Not_from_Model
the uk low carbon transition plan national strategy for climate and energy.	green	pdf	0	Not_from_Model
 united nations. a guide to the green economy. a critique of emerging concepts whilst the concepts of green economy green growth and low carbon development have emerged from different sources through the work of different organisations and with different target audiences the distinctions among them have become blurred and they are now being used almost interchangeably.	green	pdf	0	Not_from_Model
a main driver behind the development of these concepts has been the move towards a more integrated and holistic approach to incorporating environment and development in economic decision making policy and planning.	green	pdf	0	Not_from_Model
whilst the terms green economy and green growth might imply a strong focus on the intersection between environment and the economy many of the definitions of these terms from recent publications clearly also incorporate a social emphasis see appendix.	green	pdf	0	Not_from_Model
a summary of key words from the full list of definitions in appendix is provided in table below categorised according to the three dimensions of sustainable development.	green	pdf	0	Not_from_Model
table keywords in published definitions of green economy and green growth dimension green economy green growth social economic human well being social equity socially inclusive reduced inequalities better quality of life social development equitable access addressing needs of women and youth.	green	pdf	0	Not_from_Model
well being socially inclusive access to basic commodities for the impoverished meeting demands for food production transport construction housing and energy.	green	pdf	0	Not_from_Model
growth in income and employment public and private investments resilient economy economic growth new economic activity.	green	pdf	0	Not_from_Model
economic growth and development technology and innovation environmentally sustainable economic progress more resilient sustained economic growth driver for economic growth new growth engines green technology new job opportunities qualitative growth rather than simply increasing gdp job creation or gdp growth.	green	pdf	0	Not_from_Model
protection and maintenance of natural assets and environmental services provision of resources and services low carbon using fewer resources and generating fewer emissions resource efficient cleaner climatic and environmental sustainability energy and resource efficient minimises pollution and environmental impacts resilient to hazards harmony between the economy and the environment environmental protection reduce ghg.	green	pdf	0	Not_from_Model
environmental reducing environmental risks and ecological scarcities low carbon resource efficient reduce carbon emissions and pollution enhance energy and resource efficiency prevent loss of biodiversity and ecosystem services within ecological limits of the planet environmental responsibility finite carrying capacity.	green	pdf	0	Not_from_Model
whilst this analysis is illustrative there is clearly significant overlap between the two concepts including language around growth and economic development environmental protection low carbon development resilience resource efficiency ecological sustainability human well being inclusiveness and equity.	green	pdf	0	Not_from_Model
in this regard low carbon development can be seen as a subset of both green growth and green economy.	green	pdf	0	Not_from_Model
importantly many definitions of green economy include a united nations. a guide to the green economy reference to ecological limits or planetary boundaries which are references to the scientific article which identifies nine planetary boundaries that define the safe operating space for humanity with respect to the earth system and associated with the planet s biophysical subsystems or processes see rockstrom et al .	green	pdf	0	Not_from_Model
interestingly this reference has not been included in definitions of green growth.	green	pdf	0	Not_from_Model
the international chamber of commerce propose a key difference between green growth and green economy i.e.	green	pdf	0	Not_from_Model
that green growth is a bottom up approach of greening products processes services technologies and supply chains compared with the top down approach of green economy which involves strategic macro economic policies addressing systemic challenges.	green	pdf	0	Not_from_Model
others highlight that green growth more so than the multidimensional concept of green economy represents a new global compromise position which may be seen as a weak step forward but one that has the potential to unite many different factions around a goal that many see as transformative atkisson .	green	pdf	0	Not_from_Model
overall the various definitions of green growth and green economy are generally consistent both having sustainable development as their ultimate objective and being a means to reconcile the economic and environmental pillars without ignoring social aspects world bank .	green	pdf	0	Not_from_Model
as such the distinction between the terms is probably of little relevance.	green	pdf	0	Not_from_Model
however the approaches to green economy and green growth can be seen to cover a spectrum of different shades of green  from narrow concerns about climate change on the one hand in line with initial approaches to low carbon growth  to larger critiques of the environmental sustainability of modern capitalism on the other green growth leaders .	green	pdf	0	Not_from_Model
in other words and from a scientific perspective the focus varies between addressing one of the planetary boundaries defined by scientists i.e.	green	pdf	0	Not_from_Model
climate change to more holistically addressing the wider range of resource and ecological limits and the general state of the planet.	green	pdf	0	Not_from_Model
of course green economy has not been without its critics.	green	pdf	0	Not_from_Model
criticisms raised include that the concept should not compete with or displace sustainable development and internationally agreed principles that it implies a focus on environmental and economic dimensions to the detriment of the social dimension that it will lead to the financialisation of nature as well as further concentration of market power and global inequality third world network  lander .	green	pdf	0	Not_from_Model
other risks associated with green economy include that it may attempt to treat countries in the same manner i.e.	green	pdf	0	Not_from_Model
be based on a one size fits all approach  that it may result in trade protectionism that through it some countries may attempt to gain enhanced market access for their products achieving commercial advantage and that it may place new conditionalities on developing countries for aid loans and debt relief khor .	green	pdf	0	Not_from_Model
critics have also highlighted its failure to do justice to the interdependent relationship between environment protection and inclusive economic and social development dagupta  khor  third world network .	green	pdf	0	Not_from_Model
in the context of rio  the relationship of green economy as a means to achieving broader sustainable development and poverty eradication was given a clear emphasis.	green	pdf	0	Not_from_Model
more recent references to an equitable green economy or inclusive green growth are clearly attempting more holistically to integrate the three dimensions of sustainable development for example see the no to the green economy campaign http nogreeneconomy.org en united nations. a guide to the green economy into these concepts to allay these concerns.	green	pdf	0	Not_from_Model
however it has also been pointed out that whilst this has been an important development if one follows this track the green economy concept would incorporate so many additional aspects that the concept would become equivalent to sustainable development itself in that sense why bother condezey .	green	pdf	0	Not_from_Model
perhaps a key benefit of the emergence of the green economy concept has been that it has stimulated international attention and renewed global efforts to transform our current unsustainable economic model into one which better aligns with the overarching goals of sustainable development.	green	pdf	0	Not_from_Model
importantly this has included efforts by international organizations major groups think tanks and researchers both supporters and critics alike to develop operational principles for green economy and green growth as well as the elaboration of policy toolkits and suites of measures that can be adopted by national governments to shift to a more sustainable economic framework.	green	pdf	0	Not_from_Model
there is also an emerging international practice as national governments in all regions adopt what could be classified as green economy policies with some countries taking a leading role in developing overarching national green economy strategies that integrate with long term development strategies.	green	pdf	0	Not_from_Model
in this regard the green economy and related concepts have succeeded in reinvigorating global debate on how to redefine our economic model to achieve the overarching agreed goal of sustainable development.	green	pdf	0	Not_from_Model
it is likely that the concepts of green economy and green growth will further converge in coming years and continue to gather momentum as more influential international organizations as well as national governments adopt the concepts into their programs and policy agendas.	green	pdf	0	Not_from_Model
during this process it will be critical that proponents of green economy effectively take onboard the concerns raised and address the risks associated with the concept.	green	pdf	0	Not_from_Model
the development of agreed green economy principles policy toolkits and databases of good practice will contribute in this regard.	green	pdf	0	Not_from_Model
 for example see recent publications by the world bank inclusive green growth the pathway to sustainable development the un emg working towards a balanced and inclusive green economy a united nations system wide perspective and the danish group building an equitable green economy.	green	pdf	0	Not_from_Model
 united nations. a guide to the green economy. appendix definitions of green economy and green growth concept definition green economy. one that results in improved human well being and social equity while significantly reducing environmental risks and ecological scarcities.	green	pdf	0	Not_from_Model
it is low carbon resource efficient and socially inclusive.	green	pdf	0	Not_from_Model
in a green economy growth in income and employment should be driven by public and private investments that reduce carbon emissions and pollution enhance energy and resource efficiency and prevent the loss of biodiversity and ecosystem services unep.	green	pdf	0	Not_from_Model
. a system of economic activities related to the production distribution and consumption of goods and services that result in improved human well being over the long term while not exposing future generations to significant environmental risks or ecological scarcities.	green	pdf	0	Not_from_Model
. an economy that results in improved human well being and reduced inequalities while not exposing future generations to significant environmental risks and ecological scarcities.	green	pdf	0	Not_from_Model
it seeks to bring long term societal benefits to short term activities aimed at mitigating environmental risks.	green	pdf	0	Not_from_Model
a green economy is an enabling component of the overarching goal of sustain able development unctad .	green	pdf	0	Not_from_Model
. green economy is a resilient economy that provides a better quality of life for all within the ecological limits of the planet.	green	pdf	0	Not_from_Model
green economy coalition . green economy is described as an economy in which economic growth and environmental responsibility work together in a mutually reinforcing fashion while supporting progress on social development.	green	pdf	0	Not_from_Model
international chamber of commerce .	green	pdf	0	Not_from_Model
. the green economy is not a state but a process of transformation and a constant dynamic progression.	green	pdf	0	Not_from_Model
the green economy does away with the systemic distortions and disfunctionalities of the current mainstream economy and results in human well being and equitable access to opportunity for all people while safeguarding environmental and economic integrity in order to remain within the planet s finite carrying capacity.	green	pdf	0	Not_from_Model
the economy cannot be green without being equitable danish group .	green	pdf	0	Not_from_Model
. the green economy involves largely new economic activities and must provide an important entry point for broad based black economic empowerment addressing the needs of women and youth entrepreneurs and offering opportunities for enterprises in the social economy government of south africa .	green	pdf	0	Not_from_Model
. green economy can be seen as a lens for focusing on and seizing opportunities to advance economic and environmental goals simultaneously.	green	pdf	0	Not_from_Model
rio objectives and themes of the conference uncsd  green growth. aims to foster economic growth and development while ensuring that natural assets and environmental services are protected and maintained.	green	pdf	0	Not_from_Model
the approach places a premium on technology and innovation from smart grid systems and high efficiency lighting systems to renewable energies including solar and geothermal power as well as on improving incentives for technology development and innovation global sustainability panel .	green	pdf	0	Not_from_Model
. fostering economic growth and development while ensuring that natural assets continue to provide the resources and environmental services on which our well being relies oecd .	green	pdf	0	Not_from_Model
. a policy focus for the asia pacific region that emphasizes environmentally sustainable economic progress to foster low carbon socially inclusive development unescap website.	green	pdf	0	Not_from_Model
is in general terms economic progress that fosters environmentally sustainable low carbon and socially inclusive development.	green	pdf	0	Not_from_Model
pursuing green growth involves outlining a path to achieving economic growth and well being while using fewer resources and generating fewer emissions in meeting demands for food production transport construction and housing and energy unescap .	green	pdf	0	Not_from_Model
is about making growth processes resource efficient cleaner and more resilient without necessarily slowing them.	green	pdf	0	Not_from_Model
development that is green which here means resources efficient  clean and resilient world bank  is the new revolutionary development paradigm that sustains economic growth while at the.	green	pdf	0	Not_from_Model
 united nations. a guide to the green economy same time ensuring climatic and environmental sustainability.	green	pdf	0	Not_from_Model
it focuses on addressing the root causes of these challenges while ensuring the creation of the necessary channels for resource distribution and access to basic commodities for the impoverished.	green	pdf	0	Not_from_Model
gggi website. green growth is growth that emphasises environmentally sustainable economic progress to.	green	pdf	0	Not_from_Model
. foster low carbon socially inclusive development.	green	pdf	0	Not_from_Model
the oecd definition is similar but emphasises also green investment as a driver for economic growth.	green	pdf	0	Not_from_Model
un desa rio objectives and themes of the conference it is growth that is efficient in its use of natural resources clean in that it minimises pollution and environmental impacts and resilient in that it accounts for natural hazards world bank .	green	pdf	0	Not_from_Model
is growth that is efficient in its use of natural resources clean in that it minimizes pollution and environmental impacts and resilient in that it accounts for natural hazards and the role of environmental management and natural capital in preventing physical disasters.	green	pdf	0	Not_from_Model
and this growth needs to be inclusive.	green	pdf	0	Not_from_Model
. defined as environmentally sustainable progress that fosters low carbon socially inclusive development government of cambodia .	green	pdf	0	Not_from_Model
. an emerging concept that recognises that environmental protection is a driver of global and national economic development.	green	pdf	0	Not_from_Model
it refocuses society on achieving qualitative growth rather than simply increasing gdp government of rwanda .	green	pdf	0	Not_from_Model
. means job creation or gdp growth compatible with or driven by actions to reduce greenhouse gases.	green	pdf	0	Not_from_Model
green growth leaders  	green	pdf	0	Not_from_Model
