text	confidence_value	confidence_level	data_provenance
We propose Janus, a hybrid scalable cloud datastore, which enables the efficient execution of diverse workloads by storing data in different representations.	0.1593405157327652	High	Semantic Scholar
Janus manages big datasets in the context of datacenters, thus supporting scaling out by partitioning the data across multiple servers.	0.05272519215941429	High	Semantic Scholar
Unlike existing multi-representation storage systems and Change Data Capture (CDC) pipelines, the data movement pipeline in Janus supports partitioning and handles both distributed transactions and diverse partitioning strategies.	0.06524445861577988	High	Semantic Scholar
In this paper, we focus on supporting Online Transaction Processing (OLTP) and Online Analytical Processing (OLAP) workloads, and hence use row and column-oriented representations, which are the most efficient representations for these workloads.	0.2218884825706482	High	Semantic Scholar
Therefore, we use contact wrench cone (CWC) for considering complex contact states and introduce the novel terminal constraints using the CWC and divergent component of motion, which guarantee the stability of both walking and skating motion in the 3-D center of mass trajectory generation.	0.48459404706954956	High	Semantic Scholar
For 24 groups of tests, where the robot deflection angles are within 95°, the average sensing error is 3.1% with a maximum value of 7.1%, and the average resolution is <inline-formula> <tex-math notation="LaTeX"> $\pm $</tex-math> </inline-formula> 0.19 g with a maximum value of <inline-formula> <tex-math notation="LaTeX"> $\pm $</tex-math> </inline-formula> 0.57 g. Therefore, the proposed force sensing method is feasible to provide force information for MIS operations.	0.038285981863737106	High	Semantic Scholar
The issue of missing values (MVs) has appeared widely in real-world datasets and hindered the use of many statistical or machine learning algorithms for data analytics due to their incompetence in handling incomplete datasets.	0.12184157967567444	High	Semantic Scholar
However, these approaches do not perform well when most of the incomplete tuples are clustered with each other, coined here as the Clustered Missing Values Phenomenon, which attributes to the lack of sufficient complete tuples near an MV for imputation.	0.21689370274543762	High	Semantic Scholar
In this paper, we propose the Order-Sensitive Imputation for Clustered Missing values (OSICM) framework, in which missing values are imputed sequentially such that the values filled earlier in the process are also used for later imputation of other MVs.	0.3278261721134186	High	Semantic Scholar
Recent developments of powerful Mixed-Integer Linear Programming (MILP) methods such as branch-and-cut provide an opportunity for a fresh perspective at new effective MILP formulation and resolution of the problem.	0.36553725600242615	High	Semantic Scholar
To achieve the above goal, three major contributions of this letter are : 1) to efficiently formulate the problem in an MILP form; 2) to develop a novel systematic formulation tightening approach for the first time; and 3) to establish a decomposition and coordination method with exponential reduction of complexity and accelerated convergence to efficiently solve the problem.	0.3203023076057434	High	Semantic Scholar
By solving the inverse dynamic problem, the influences of the additional serial chains on the actuation torques of the basic parallel Delta robot are analyzed.	0.038600560277700424	High	Semantic Scholar
Human activity recognition techniques based on wearable inertial sensors have achieved great success, but the classification accuracy of human activities using wearable sensors is not good enough in practice.	0.19775068759918213	High	Semantic Scholar
In addition, the recognition accuracy rate of the proposed feature-selection method is about 96.96%, which is better than the other method.	0.1335046887397766	High	Semantic Scholar
Switched systems theory is used to analyze the stability of image-based observers for three-dimensional localization of objects in a scene in the presence of intermittent measurements due to occlusions, feature tracking losses, or a limited camera field of view, for example.	0.12553519010543823	High	Semantic Scholar
The conditions are developed in a general form, applicable to any observer that is exponentially convergent assuming persistent visibility, and utilizes object motion knowledge to reduce the amount of time measurements must be available to maintain convergence guarantees.	0.1683979034423828	High	Semantic Scholar
Due to the world-wide coverage of its users and real-time freshness of tweets, location prediction on Twitter has gained significant attention in recent years.	0.1099853366613388	High	Semantic Scholar
Research efforts are spent on dealing with new challenges and opportunities brought by the noisy, short, and context-rich nature of tweets.	0.45619258284568787	High	Semantic Scholar
Each dependency is illustrated by a comprehensive review of the corresponding strategies adopted in state-of-the-art approaches.	0.11671657115221024	High	Semantic Scholar
The increase of interest in using social media as a source for research has motivated tackling the challenge of automatically geolocating tweets, given the lack of explicit location information in the majority of tweets.	0.35304680466651917	High	Semantic Scholar
In contrast to much previous work that has focused on location classification of tweets restricted to a specific country, here we undertake the task in a broader context by classifying global tweets at the country level, which is so far unexplored in a real-time scenario.	0.5081366896629333	High	Semantic Scholar
Furthermore, we use two datasets, collected a year apart from each other, to analyze the extent to which a model trained from historical tweets can still be leveraged for classification of new tweets.	0.03622524067759514	High	Semantic Scholar
With classification experiments on all 217 countries in our datasets, as well as on the top 25 countries, we offer some insights into the best use of tweet-inherent features for an accurate country-level classification of tweets.	0.3098154067993164	High	Semantic Scholar
We find that the use of a single feature, such as the use of tweet content alone-the most widely used feature in previous work-leaves much to be desired.	0.09719126671552658	High	Semantic Scholar
We observe that tweet content, the user ’ s self-reported location and the user ’ s real name, all of which are inherent in a tweet and available in a real-time scenario, are particularly useful to determine the country of origin.	0.276476114988327	High	Semantic Scholar
We also experiment on the applicability of a model trained on historical tweets to classify new tweets, finding that the choice of a particular combination of features whose utility does not fade over time can actually lead to comparable performance, avoiding the need to retrain.	0.053723763674497604	High	Semantic Scholar
However, the difficulty of achieving accurate classification increases slightly for countries with multiple commonalities, especially for English and Spanish speaking countries.	0.04352441802620888	High	Semantic Scholar
To make our analysis useful in real-world scenarios, we propose a method to reject negative locations, i.e., those not belonging to any of the categories of interest for the end-user.	0.19227997958660126	High	Semantic Scholar
We assess the performances of the main state-of-the-art representations for scene and object classification on the considered task, as well as the influence of device-specific factors such as the field of view and the wearing modality.	0.3455243706703186	High	Semantic Scholar
Our analysis shows the effectiveness of using representations based on convolutional neural networks, employing basic transfer learning techniques and an entropy-based rejection algorithm.	0.053241975605487823	High	Semantic Scholar
Possible applications of these systems range from augmenting the capabilities of healthy individuals to restoring the mobility of people that suffer from paralysis or stroke.	0.05659300088882446	High	Semantic Scholar
Despite the significant progress in the field, most existing solutions are still heavy and expensive, they require an external power source to operate, and they are not wearable.	0.13057658076286316	High	Semantic Scholar
The devices are experimentally tested and their efficiency is validated using three different types of tests: First, grasping tests that involve different everyday objects, second, force exertion capability tests that assess the fingertip forces that can be exerted while using the exo-gloves, and third, motion tracking experiments focusing on the finger bending profile.	0.09904130548238754	High	Semantic Scholar
The devices are able to significantly enhance the grasping capabilities of their user with a weight of 335 g and a cost of $92 for the body powered version and a weight of 562 g and a cost of $369 for the motorized exo-glove version.	0.05079544708132744	High	Semantic Scholar
Most real systems consist of a large number of interacting, multi-typed components, while most contemporary researches model them as homogeneous information networks, without distinguishing different types of objects and links in the networks.	0.07380174100399017	High	Semantic Scholar
Recently, more and more researchers begin to consider these interconnected, multi-typed data as heterogeneous information networks, and develop structural analysis approaches by leveraging the rich semantic meaning of structural types of objects and links in the networks.	0.793786346912384	High	Semantic Scholar
Compared to widely studied homogeneous information network, the heterogeneous information network contains richer structure and semantic information, which provides plenty of opportunities as well as a lot of challenges for data mining.	0.05322664976119995	High	Semantic Scholar
The majority of the current approaches are based on candidate generation which necessitates parameter tuning, namely, definition of a neighborhood, an interest measure, and a threshold value to evaluate candidates.	0.04609411209821701	High	Semantic Scholar
In this paper, we propose an algorithm which uses a nonparametric stochastic de-clustering procedure and a multivariate Hawkes model to define triggering relations within and among the event types and employs the estimated model to extract significant triggering patterns of event types.	0.24193806946277618	High	Semantic Scholar
Due to the ubiquitous se of skyline queries, such as in preference-based query answering and decision making, and the large amount of data that these queries have to deal with, enabling their scalable processing is of critical importance.	0.06948305666446686	High	Semantic Scholar
We propose to use external information from related Community Question Answering (CQA) content to better identify answer bearing sentences.	0.04382539913058281	High	Semantic Scholar
The quality of CQA content is found to impact on the accuracy of optimization-based summaries, though medium quality answers enable the system to achieve a comparable (and in some cases superior) accuracy to state-of-the-art techniques.	0.07053955644369125	High	Semantic Scholar
We provide a recommendation of the best use of our proposed approaches in regard to the availability of different quality levels of related CQA content.	0.12866590917110443	High	Semantic Scholar
The Internet of Agents (IoA) is a current approach to the Future Internet that has arisen as an alternative to mitigate the limitations of the Internet of Things (IoT) concerning autonomy, reasoning and social capabilities.	0.30229854583740234	High	Semantic Scholar
The aim of this paper is to present a novel architectural model governed by semantic contracts, published as linked data which describe the main aspects regarding the IoA domain, such as context, social circles, services ecosystems, IoT resources, and real-time restrictions.	0.6142479777336121	High	Semantic Scholar
This proposal introduces some mechanisms such as (i) Linked Open Agents (LOAs) as the main unit of process for coordinating and managing IoT-objects, (ii) Linked Agent Contracts (LACs) as contractual semantic descriptions of entities of IoA ecosystems, (iii) an ontology named IoA-OWL that covers the current main aspects related to the IoA, (iv) a Reference Architecture for the IoA approach driven by LOAs and LACs, and (v) a mechanism for agent-discovery based on semantic descriptors.	0.35573825240135193	High	Semantic Scholar
Both the model and its mechanisms are integrated, in order to improve the semantic interoperability and intelligence in heterogeneous IoT networks controlled by Multi-Agent Systems.	0.041029270738363266	High	Semantic Scholar
Finally, a case study is proposed for a scenario of Ambient Intelligence as a working example of the novel architectural model.	0.040524717420339584	High	Semantic Scholar
A better performance was obtained for the agent discovery process with our architecture in contrast to JADE Yellow Pages and the Java implementation of the Universal Description, Discovery, and Integration.	0.2595821022987366	High	Semantic Scholar
In particular, the need for safe and repeatable conditions in automated driving testing is now defining a new challenge: to extend the use of the tool to nonprofessional drivers.	0.03884400799870491	High	Semantic Scholar
A recently proposed effective approach to MCA is based on model predictive control (MPC), as it is well suited to solve constrained optimal control problems and to take advantage of models of the human sensing system.	0.25340694189071655	High	Semantic Scholar
In this paper, a real-time implementation of an MPC-based MCA with predictive feature is presented, endowed with an on-line switching policy to a nonpredictive algorithm when the expected driver behavior is considered unreliable.	0.13433796167373657	High	Semantic Scholar
The motion action based on the actual driver behavior and the expected one are considered in the same procedure, thus fully exploiting the availability of a perceptive model.	0.042950745671987534	High	Semantic Scholar
Finally, a characterization of the driver skill level is proposed and validated in an experimental environment for the specific case of the vertical DOF.	0.11792256683111191	High	Semantic Scholar
Recent studies show that individuals in a social network can be divided into different groups of densely connected communities, and these individuals who bridge different communities, referred to as structural hole spanners, have great potential to acquire resources/information from communities and thus benefit from the access.	0.8635378479957581	High	Semantic Scholar
Due to its NP-hardness, we then devise two efficient yet scalable algorithms, by developing innovative filtering techniques that can filter out unlikely solutions as quickly as possible, while the proposed techniques are built up on fast estimations of the upper and lower bounds on the cost of an optimal solution and make use of articulation points in real social networks.	0.4695515036582947	High	Semantic Scholar
We finally conduct extensive experiments to validate the effectiveness of the proposed model, and to evaluate the performance of the proposed algorithms using real world datasets.	0.06842996180057526	High	Semantic Scholar
The experimental results demonstrate that the proposed model can capture the characteristics of structural hole spanners accurately, and the structural hole spanners found by the proposed algorithms are much better than those by existing algorithms in all considered social networks, while the running times of the proposed algorithms are very fast.	0.24355141818523407	High	Semantic Scholar
Robotic-assisted surgery holds significant promise to improve patient treatment by allowing surgeons to perform many types of complex operations with greater precision and flexibility than before.	0.08784007281064987	High	Semantic Scholar
In order to facilitate automation of robotic surgery and more practical training for surgeons, more detailed comprehension of the surgical procedures is needed.	0.07698357850313187	High	Semantic Scholar
Toward this goal, we develop a new segmentation algorithm, namely soft-boundary unsupervised gesture segmentation (Soft-UGS), to segment the temporal sequence of surgical gestures and model gradual transitions between them using fuzzy membership scores.	0.03865056484937668	High	Semantic Scholar
Specialization and hierarchical organization are important features of efficient collaboration in economical, artificial, and biological systems.	0.1275753229856491	High	Semantic Scholar
We find that specialization allows a focus on fewer tasks, thus leading to a more efficient execution, but in turn, it requires coordination in hierarchical structures of specialized experts and coordinating units.	0.3619253635406494	High	Semantic Scholar
Our results suggest that hierarchical architectures of specialized units at lower levels that are coordinated by units at higher levels are optimal, given that each unit's information-processing capability is limited and conforms to constraints on complexity costs.	0.03793347254395485	High	Semantic Scholar
Developing models for mining such streams is challenged by the huge amount of data that cannot be stored in the memory, the high arrival speed, and the dynamic changes in the data distribution.	0.03692644461989403	High	Semantic Scholar
Both theoretical analysis and experimental validation show that KDE-Track outperforms a set of baseline methods on the estimation accuracy and computing time of complex density structures in data streams.	0.03894668444991112	High	Semantic Scholar
OpenPHRI is a C++/Python general-purpose software scheme with several built-in safety measures designed to ease robot programming for physical human? robot interaction (pHRI) and collaboration.	0.0626586303114891	High	Semantic Scholar
In this paper, we propose a mixed model line balancing integer program (IP) that considers parallel workers, zoning, task assignment, and ergonomic constraints with the objective of minimizing the number of workers.	0.10390782356262207	High	Semantic Scholar
Data from an automotive OEM are used to assess the performance of both the MIP and CP models, including sensitivity analysis to measure the computational cost of enabling the different constraints.	0.07037484645843506	High	Semantic Scholar
To the best of our knowledge, we are the first paper to incorporate the different realistic mixed model assembly line constraints and develop a CP model based on the scheduling module of the IBM ILOG Optimizations Studio.	0.14522454142570496	High	Semantic Scholar
Given an argument set of trajectories, a TSR query takes a set of regions of interest as a parameter and returns the trajectory in the argument set with the highest spatial-density correlation to the query regions.	0.28190991282463074	High	Semantic Scholar
This type of query is useful in many popular applications such as trip planning and recommendation, and location based services in general.	0.046215374022722244	High	Semantic Scholar
An efficient trajectory search algorithm is developed that exploits upper and lower bounds to prune the search space and that adopts a query-source selection strategy, as well as integrates a heuristic search strategy based on priority ranking to schedule multiple query sources.	0.1112021803855896	High	Semantic Scholar
In modern manufacturing plants, automation is widely adopted in the production phases, which leads to a high level of productivity and efficiency.	0.06991340219974518	High	Semantic Scholar
In fact, even though automated guided vehicles (AGVs) have been used for a few decades for goods transportation in industrial environments [1], they do not yet represent a widespread solution and are typically applied only in specific scenarios.	0.5039200186729431	High	Semantic Scholar
The main feature of this algorithm is that it allows the specification of the control objectives as a hierarchy of tasks, each task representing an action that the robot should perform.	0.11863343417644501	High	Semantic Scholar
The concept of strict priority allows for an easier and more robust specification of the control objectives, without hand tuning of task weights.	0.09188290685415268	High	Semantic Scholar
For the first time, we properly define the problem of regularizing the task cost functions in the presence of a hierarchy and propose an algorithm to compute an approximate solution.	0.04483942687511444	High	Semantic Scholar
Several simulated scenarios with different robots compare our solution with other state-of-the-art methods, validating the interest of the hierarchy in OC and empirically demonstrating the importance of regularization to generate feasible behaviors.	0.22730371356010437	High	Semantic Scholar
Although Dropout has shown remarkable results on many deep neural network cases, its actual effect on CNN has not been thoroughly explored.	0.05692083016037941	High	Semantic Scholar
To deal with these issues, we address Biased Dropout and Crossmap Dropout, two novel approaches of Dropout extension based on the behavior of hidden units in CNN model.	0.08353574573993683	High	Semantic Scholar
Recent developments in image-based 3D reconstruction systems have resulted in an easy way of creating realistic, visually appealing and accurate 3D models.	0.04917357489466667	High	Semantic Scholar
Affordable high quality digital consumer grade cameras and especially the increasing availability of unmanned aerial vehicles (UAVs) in conjunction with automated multi-view processing pipelines contributed to these developments.	0.053703468292951584	High	Semantic Scholar
High accuracy in the reconstruction and a precise georegistration is desired for photogrammetric applications such as mapping, recurrent topographic surveys or architectural and archaeological 3D documentations.	0.06893015652894974	High	Semantic Scholar
Our approach integrates automatic camera calibration and an online feedback method that allows assessment of the final reconstruction quality in terms of image overlap, ground sampling distance and completeness, and thus provides flexibility to adopt the image acquisition strategy already during image recording.	0.35880810022354126	High	Semantic Scholar
Our approach allows for georeferencing of UAV imagery based on GPS-measurements as well as tie and control point information, which are integrated directly in the bundle adjustment to refine the georegistration and correct for systematic distortions of the image block.	0.21121357381343842	High	Semantic Scholar
Our approach is furthermore suited for seamlessly matching and integrating images with different scales, from different view points (aerial and terrestrial as well as inside views), and different cameras into one single reconstruction.	0.055139508098363876	High	Semantic Scholar
The novelty lies in compactly encoding the “ 3-D ” keypoint position by transforming it to a new 3-D space, where the keypoints arising from similar 3-D surface patches lie close to each other.	0.06456032395362854	High	Semantic Scholar
We propose a tailored feature descriptor matching technique, wherein the “ 3-D ” keypoint position in the new 3-D space is used to remove false positive matches, effectively reducing the search space by 90%, and then, the exact match is found using the “ HoPD ” descriptor.	0.34347817301750183	High	Semantic Scholar
Experimental evaluation on multiple publicly available datasets shows that 3DHoPD is robust to noise and offers stable and competitive keypoint matching performance to the existing state-of-the-art 3-D descriptors with similar dimensionality across datasets, while requiring dramatically low-computational time (10 $\times $faster).	0.27692291140556335	High	Semantic Scholar
In the last decade, given the availability of corpora in several distinct languages, research on multilingual part-of-speech tagging started to grow.	0.2804974913597107	High	Semantic Scholar
Amongst the novelties there is mWANN-Tagger (multilingual weightless artificial neural network tagger), a weightless neural part-of-speech tagger capable of being used for mostly-suffix-oriented languages.	0.06845389306545258	High	Semantic Scholar
The tagger was subjected to corpora in eight languages of quite distinct natures and had a remarkable accuracy with very low sample deviation in every one of them, indicating the robustness of weightless neural systems for part-of-speech tagging tasks.	0.4238014221191406	High	Semantic Scholar
This article proposes a study that aims to find a relation between the lexical diversity of a language and the parameter configuration that would produce the best performing mWANN-Tagger instance.	0.050367292016744614	High	Semantic Scholar
Further experiments with Universal Dependencies treebanks reveal that mWANN-Tagger may be extended and that it has potential to outperform most state-of-the-art part-of-speech taggers if better word representations are provided.	0.10805468261241913	High	Semantic Scholar
Note that products from companies are often organized as a product tree, in which the leaf nodes are goods to sell, and the internal nodes (except root node) could be multiple product categories.	0.15987804532051086	High	Semantic Scholar
Based on this tree, we propose the “ personalized product tree ”, named purchase tree, to represent a customer ’ s transaction records.	0.13511215150356293	High	Semantic Scholar
To cluster the purchase tree data, we first rank the purchase trees as candidate representative trees with a novel separate density, and then select the top <inline-formula> <tex-math notation="LaTeX"> $k $</tex-math> <alternatives> <inline-graphic xlink: href="chen-ieq1-2763620.gif"/> </alternatives> </inline-formula> customers as the representatives of <inline-formula> <tex-math notation="LaTeX"> $k $</tex-math> <alternatives> <inline-graphic xlink: href="chen-ieq2-2763620.gif"/> </alternatives> </inline-formula> customer groups.	0.3573163151741028	High	Semantic Scholar
The need for such a planner was shown at the DARPA Robotics Challenge, where such behaviors could not be demonstrated (except for egress).	0.1391107141971588	High	Semantic Scholar
The hard contact planning problem can then be decomposed into two subproblems: first, we plan a path for the root without considering the whole-body configuration, using a sampling-based algorithm; then, we generate a discrete sequence of whole-body configurations in static equilibrium along this path, using a deterministic contact-selection algorithm.	0.12936967611312866	High	Semantic Scholar
The reduction breaks the algorithm complexity encountered in previous works, resulting in the first interactive implementation of a contact planner (open source).	0.0433165580034256	High	Semantic Scholar
While no contact planner has yet been proposed with theoretical completeness, we empirically show the interest of our framework: in a few seconds, with high success rates, we generate complex contact plans for various scenarios and two robots: HRP-2 and HyQ.	0.12937714159488678	High	Semantic Scholar
Distant supervision, a widely applied approach in the field of relation extraction can automatically generate large amounts of labeled training corpus with minimal manual effort.	0.07034866511821747	High	Semantic Scholar
Moreover, in traditional feature-based distant supervised approaches, extraction models adopt human design features with natural language processing.	0.18466024100780487	High	Semantic Scholar
Our approach adopts word-level attention to achieve better data representation for relation extraction without manually designed features to perform distant supervision instead of fully supervised relation extraction, and it utilizes instance-level attention to tackle the problem of false-positive data.	0.14227433502674103	High	Semantic Scholar
Experiments on homogeneous and textured materials show that this method can detect the object ’ slippage accurately, and meanwhile provides the tracks of the slippage, distortion information and the force situation.	0.0442134365439415	High	Semantic Scholar
Furthermore, tests for comparison were carried out and the results show that this sensor has a high accuracy in detecting slippage and distortion and the error is acceptable, which has an significant impact in deformable object grasp.	0.15757234394550323	High	Semantic Scholar
In addition, a sample extension method is presented for reducing modeling time and enhancing accuracy of tool-state classification.	0.03810955584049225	High	Semantic Scholar
Firstly, as samples of surface, a point cloud acquired by laser scanner, which normally works in a spherical fashion, has very limited density when the surface is far away from the laser scanner and the density varies a lot at different ranges.	0.44247278571128845	High	Semantic Scholar
Secondly, when the point cloud is acquired while the platform is simultaneously moving, the estimation error of the platform motion makes the acquired point cloud distorted.	0.07612845301628113	High	Semantic Scholar
Specifically, we construct the GMM piece-wisely on the underlying surface of point cloud, which will accurately model the surface uncertainty.	0.046542663127183914	High	Semantic Scholar
In this way the distorted point cloud, caused by the estimation error of the platform ’ s motion, can be corrected by performing graph optimization.	0.042339764535427094	High	Semantic Scholar
Simulation and real world experimental results show that our method leads to better convergence than the state-of-the-art methods due to the accurate modeling of the surface uncertainty and the hierarchical structure, and it also enables us to correct the distorted point clouds.	0.4461802840232849	High	Semantic Scholar
This allows us not only to define time-series constraints in a compositional way, but also to deal with their combinatorial aspect in a compositional way, without developing ad-hoc bounds for each time-series constraint separately.	0.1879817098379135	High	Semantic Scholar
It involves detecting the height by means of an oscillating movement and setting the control gains accordingly at the start of a landing.	0.05463741719722748	High	Semantic Scholar
We address the problem of 3D shape completion from sparse and noisy point clouds, a fundamental problem in computer vision and robotics.	0.11325240135192871	High	Semantic Scholar
Recent approaches are either data-driven or learning-based: Data-driven approaches rely on a shape model whose parameters are optimized to fit the observations; Learning-based approaches, in contrast, avoid the expensive optimization step by learning to directly predict complete shapes from incomplete observations in a fully-supervised setting.	0.2708559036254883	High	Semantic Scholar
( in: Proceedings of IEEE conference on computer vision and pattern recognition (CVPR), 2017) and outperforms the data-driven approach of Engelmann et al.	0.07118824869394302	High	Semantic Scholar
( in: Proceedings of the German conference on pattern recognition (GCPR), 2016), while requiring less supervision and being significantly faster.	0.0442756824195385	High	Semantic Scholar
With the growing ability of collecting large scale query logs, the query suggestion has been a topic of recent interest.	0.06350281834602356	High	Semantic Scholar
In this paper, we are particularly interested in map query suggestions (e.g., the predictions of location-related queries) and propose a novel model Hierarchical Contextual Attention Recurrent Neural Network (HCAR-NN) for map query suggestion in an encoding-decoding manner.	0.09538669139146805	High	Semantic Scholar
Experimental results show that the proposed approach provides significant performance improvements over the competitive existing methods in terms of classical metrics (i.e., Recall @ K and MRR) as well as the prediction of crowds ’ search missions.	0.15858905017375946	High	Semantic Scholar
Influence maximization is a recent but well-studied problem which helps identify a small set of users that are most likely to “ influence ” the maximum number of users in a social network.	0.1005551815032959	High	Semantic Scholar
However, existing studies rarely consider the physical locations of the users, but location is an important factor in targeted marketing.	0.04231778532266617	High	Semantic Scholar
In this paper, we propose and investigate the problem of influence maximization in location-aware social networks, or, more generally, <italic> Geo-social Influence Spanning Maximization </italic>.	0.06997484713792801	High	Semantic Scholar
Given a query <inline-formula> <tex-math notation="LaTeX"> $q $</tex-math> <alternatives> <inline-graphic xlink: href="li-ieq1-2690288.gif"/> </alternatives> </inline-formula> composed of a region <inline-formula> <tex-math notation="LaTeX"> $R $</tex-math> <alternatives> <inline-graphic xlink: href="li-ieq2-2690288.gif"/> </alternatives> </inline-formula>, a regional acceptance rate <inline-formula> <tex-math notation="LaTeX"> $\rho $</tex-math> <alternatives> <inline-graphic xlink: href="li-ieq3-2690288.gif"/> </alternatives> </inline-formula>, and an integer <inline-formula> <tex-math notation="LaTeX"> $k $</tex-math> <alternatives> <inline-graphic xlink: href="li-ieq4-2690288.gif"/> </alternatives> </inline-formula> as a seed selection budget, our aim is to find the maximum geographic spanning regions (MGSR).	0.27330005168914795	High	Semantic Scholar
Our approach differs from previous work as we focus more on identifying the maximum spanning geographical regions within a region <inline-formula> <tex-math notation="LaTeX"> $R $</tex-math> <alternatives> <inline-graphic xlink: href="li-ieq5-2690288.gif"/> </alternatives> </inline-formula>, rather than just the number of activated users in the given network like the traditional influence maximization problem <xref ref-type="bibr"rid="ref14"> [14] </xref>.	0.04119054600596428	High	Semantic Scholar
Next, we present a greedy algorithm with a <inline-formula> <tex-math notation="LaTeX"> $1-1/e $</tex-math> <alternatives> <inline-graphic xlink: href="li-ieq6-2690288.gif"/> </alternatives> </inline-formula> approximation ratio to solve the problem, and further improve the efficiency by developing an upper bounded pruning approach.	0.11513130366802216	High	Semantic Scholar
In this paper we address the trajectory tracking problem of the end-effector of a single link flexible arm in which the gravity forces and the joint friction forces are taken into account.	0.09189997613430023	High	Semantic Scholar
As an overall approach, a double loop cascade control is used to deal with the joint friction: in its inner loop a two-degree-of-freedom controller is responsible for the joint position in the presence of Coulomb friction disturbances, while in its outer loop an input-state feedback linearization-based controller is implemented to suppress the vibrations and track an end-effector trajectory.	0.18439483642578125	High	Semantic Scholar
To highlight the benefits of the proposed controller in presence of joint friction, the controller was compared with other approaches based on feedback linearization reported in the literature, which considered only a single loop.	0.09462209045886993	High	Semantic Scholar
The hypothesis of a single lumped mass model could be considered inaccurate given the distributed nature of the link mass, especially in situations in which the link mass is comparable to the payload mass held by the robot.	0.4153309166431427	High	Semantic Scholar
However, for the parameters of our physical platform two studies are presented to demonstrate that the single lumped mass model is a Preprint submitted to Journal of Robotics and Autonomous Systems October 19 , 2016 proper description of the system even in situations in which the link mass is up twice bigger than the payload mass.	0.16148434579372406	High	Semantic Scholar
The objective is to generate action proposals that are likely to include the action of interest, ideally achieving high recall with few proposals.	0.040398623794317245	High	Semantic Scholar
We introduce independent motion evidence as a feature to characterize how the action deviates from the background and explicitly incorporate such motion information in various stages of the proposal generation.	0.16109974682331085	High	Semantic Scholar
We demonstrate the suitability of our approach by extensive experiments for action proposal quality and action localization on three public datasets: UCF Sports, MSR-II and UCF101.	0.3587380051612854	High	Semantic Scholar
For action proposal quality, our unsupervised proposals beat all other existing approaches on the three datasets.	0.040750790387392044	High	Semantic Scholar
This work takes important steps towards solving the following problem of current interest: Assuming that each individual in a population can be modeled by a single frontal RGBD face image, is it possible to carry out face recognition for such a population using multiple 2D images captured from arbitrary viewpoints?	0.10656872391700745	High	Semantic Scholar
Although the general problem as stated above is extremely challenging, it encompasses subproblems that can be addressed today.	0.04035772755742073	High	Semantic Scholar
The subproblems addressed in this work relate to: (1) Generating a large set of viewpoint dependent face images from a single RGBD frontal image for each individual; (2) using hierarchical approaches based on view-partitioned subspaces to represent the training data; and (3) based on these hierarchical approaches, using a weighted voting algorithm to integrate the evidence collected from multiple images of the same face as recorded from different viewpoints.	0.14503681659698486	High	Semantic Scholar
In addition to providing important insights into the nature of this problem, our results show that we are able to successfully recognize faces with accuracies of 95% or higher, outperforming existing state-of-the-art face recognition approaches based on deep convolutional	0.39095041155815125	High	Semantic Scholar
A number of questions arise in the context of this task: how do we formalize and quantify the competitiveness between two items?	0.08506400138139725	High	Semantic Scholar
In this paper, we present a formal definition of the competitiveness between two items, based on the market segments that they can both cover.	0.04630790278315544	High	Semantic Scholar
We present efficient methods for evaluating competitiveness in large review datasets and address the natural problem of finding the top-k competitors of a given item.	0.19360359013080597	High	Semantic Scholar
Finally, we evaluate the quality of our results and the scalability of our approach using multiple datasets from different domains.	0.04238723963499069	High	Semantic Scholar
The competitive accuracy and robustness of these algorithms compared to state-of-the-art feature-based methods, as well as their natural ability to yield dense maps, makes them an appealing choice for a variety of mobile robotics applications.	0.18446095287799835	High	Semantic Scholar
However, direct methods remain brittle in the face of appearance change due to their underlying assumption of photometric consistency, which is commonly violated in practice.	0.0753980278968811	High	Semantic Scholar
In this letter, we propose to mitigate this problem by training deep convolutional encoder–decoder models to transform images of a scene such that they correspond to a previously seen canonical appearance.	0.0449405238032341	High	Semantic Scholar
We validate our method in multiple environments and illumination conditions using high-fidelity synthetic RGB-D datasets, and integrate the trained models into a direct visual localization pipeline, yielding improvements in visual odometry accuracy through time-varying illumination conditions, as well as improved metric relocalization performance under illumination change, where conventional methods normally fail.	0.2531231641769409	High	Semantic Scholar
Since the attributes of items and social links between users become increasingly accessible in the Internet, this paper exploits the rich attributes of items and social links of users to alleviate the rating sparsity effect and tackle the cold-start problems.	0.7773468494415283	High	Semantic Scholar
KAMF can discover the nonlinear interactions among attributes, users, and items, which mitigate the rating sparsity effect and deal with the cold-start problem for new items by nature.	0.04677686095237732	High	Semantic Scholar
These scenarios are very common when candidates are described by feature vectors, such as cars, or houses, or any complex product.	0.04200493171811104	High	Semantic Scholar
We study several properties of this procedure (such as Condorcet consistency, anonymity, neutrality, monotonicity, consistency, efficiency, participation, independence of irrelevant alternatives, non dictatorship, and strategy-proofness), by relating them to corresponding properties of the adopted voting rules used for each variable.	0.7863264083862305	High	Semantic Scholar
The experimental study shows that the proposed sequential procedure yields a considerable saving in time with respect to a non-sequential approach, while the winners satisfy the agents just as well, independently of the variable ordering, and of the presence of coalitions of agents.	0.42090409994125366	High	Semantic Scholar
One common drawback associated with existing graph-based approaches is that they tend to be time-consuming and in need of large storage, especially when faced with the increasing size of data.	0.10989934206008911	High	Semantic Scholar
