	text	provenance	convention	old	new
555	each lesson contributes to the cycle defined in the report of preparing coherent co ordinated and strategic low emission development strategies.	pdf	green	1	1
556	prominent examples are the uk s low carbon transition plan mexico s ghg inventory climate change report co ordination in thailand and guyana s measurement reporting and verification mrv roadmap.	pdf	green	1	1
557	low carbon growth plans advancing good practice project catalyst the low carbon growth plans advancing good practice report was authored by project catalyst an initiative of the climateworks foundation to provide analytical and policy support for the united nations framework convention on climate change unfccc negotiations on a post kyoto international climate agreement.	pdf	green	1	1
558	the report states that stabilising carbon emissions at ppm to ensure global temperature rises do not increase further than degrees centigrade above the pre industrial average depends on our will and united nations. a guide to the green economy ability to make a fast transition to a low carbon growth economy.	pdf	green	1	1
559	the report refrains from defining low carbon growth directly but does offer a series of elements that should be considered in the development of a low carbon plan.	pdf	green	1	1
560	low carbon growth plans advancing good practice.	pdf	green	1	1
561	promoting poles of clean growth to foster the transition to a more sustainable economy unctad this unctad publication covers policy responses to meeting the challenge of climate change and the changes to the economic system that need to take place in order to do so.	pdf	green	1	1
562	the report asserts that the greatest challenge to mitigating climate change is not the macroeconomic costs but the lack of policy regulatory and institutional structures to support the shift to a more sustainable economy that combines low carbon growth with job and income creation in developing countries.	pdf	green	1	1
563	the report presents three overarching growth poles that can provide opportunities for low carbon economic growth and place the global economy on a path to more sustainable development.	pdf	green	1	1
564	these growth poles are energy efficiency sustainable agriculture renewable energy technologies each pole is explored in great detail and policy options for the identified initiatives are discussed.	pdf	green	1	1
565	download here united nations. a guide to the green economy citation united nations conference on trade and development.	pdf	green	1	1
566	promoting poles of clean growth to foster the transition to a more sustainable economy.	pdf	green	1	1
567	similarly to the project catalyst report the undp guidebook does not offer a short definition of low emission development but instead provides a series of detailed steps to the formation of low emission development plans.	pdf	green	1	1
568	these are as follows identification of key stakeholders and establishment of participatory planning and coordination frameworks generation of climate change profiles and vulnerability scenarios identification and prioritisation of mitigation and adaptation options assessment of financing requirements and development of low emission climate resilient roadmaps for project development policy instruments and financial flows.	pdf	green	1	1
569	preparing low emission climate resilient development strategies.	pdf	green	1	1
570	climate change and the world bank group the challenge of low carbon development world bank the publication presents the results of an evaluation that aimed to seek lessons and recommendations in relation to the low carbon development of the world bank group s portfolio in energy forestry and transport.	pdf	green	1	1
571	the evaluation sought to establish how the wbg s investments in low carbon growth opportunities can have the greatest impact both for development and for greenhouse gas mitigation.	pdf	green	1	1
572	the report is based around financial investments and their importance in the development of low carbon economies.	pdf	green	1	1
573	again the publication refrains from defining exactly what low carbon united nations. a guide to the green economy development is but offers a multitude of elements that comprise economic development from a low carbon perspective.	pdf	green	1	1
574	climate change and the world bank group the challenge of low carbon development.	pdf	green	1	1
575	national strategies following are summaries of recent national low carbon development strategies or similar documents available online.	pdf	green	1	1
576	low carbon development for mexico esmap the low carbon development for mexico report by esmap provides an analysis of how mexico is able to substantially reduce its carbon emissions whilst at the same time growing the economy.	pdf	green	1	1
577	the document begins by asserting that low carbon development is indeed possible in mexico however there are many entrenched barriers to achieving it which come in the form of information gaps regulation and trade.	pdf	green	1	1
578	the report evaluates interventions that promote low carbon development in five key sectors electric power oil and gas energy end use transport and agriculture and forestry.	pdf	green	1	1
579	each sector is subject to a cost analysis to determine the most viable intervention mechanisms that can be implemented within to years.	pdf	green	1	1
580	low carbon development for mexico.	pdf	green	1	1
581	brazil low carbon development study world bank the brazil low carbon development study by the world bank offers a significant exploration into the potential for brazil to foster economic development whilst reducing greenhouse gas emissions and is the result of a consultative iterative approach with experts and government representatives in brazil with an interest in low carbon development.	pdf	green	1	1
582	this study uses the brazilian government s four key development areas lulucf land use land use change and forestry  energy transport and waste management to focus on and examine the current systems that generate carbon emission in these sectors.	pdf	green	1	1
583	the report then analyses the conditions required for large scale decarbonisation of the sectors to by providing technical and analytical elements for emissions reductions.	pdf	green	1	1
584	 united nations. a guide to the green economy following this the study analyses the options from both a macro and micro economic perspective presents a national low carbon scenario for brazil and then provides financing options to achieve the scenario.	pdf	green	1	1
585	the final section identifies the other structural and institutional changes that will be required in brazil to meet the low carbon scenario.	pdf	green	1	1
586	brazil low carbon country case study.	pdf	green	1	1
587	columbian low carbon development strategy ministry of environment sustainable development the columbian low carbon development strategy recognises that although columbia s carbon emissions are low relative to developed countries they will grow significantly if no mitigation occurs considering the projected economic growth.	pdf	green	1	1
588	the strategy states that columbia should take advantage of international financial incentives to promote low carbon growth and prepare the economy for a future carbon conscious global economy.	pdf	green	1	1
589	the strategy comprises key components each of which are explored in detail. identification and assessment of alternatives and opportunities in low carbon development. design and implementation of plans policies and measurements in low carbon development and. design and construction of mrv monitoring reporting and verification system.	pdf	green	1	1
590	colombian low carbon development strategy.	pdf	green	1	1
591	low carbon growth plan for australia climate works australia this plan produced by climate works australia sets out emissions reductions opportunities for australia the challenges faced in capturing them and actions required to succeed.	pdf	green	1	1
592	the report identifies opportunities available to businesses as well as guiding the actions required for government and consumers to achieve the emissions reductions for australia at the lowest possible cost.	pdf	green	1	1
593	the report is not a national strategy of the australian government per se but it was funded through the australian carbon trust and regional and national governmental departments.	pdf	green	1	1
594	low carbon growth plan for australia.	pdf	green	1	1
595	 united nations. a guide to the green economy dominica low carbon climate resilient development strategy  climate investment funds the low carbon climate resilient development strategy  for dominica by climate investment funds is aimed at furthering dominica s efforts in the transformation to a green economy.	pdf	green	1	1
596	the strategy recognises the challenges that small island developing states face with regard to the impacts of climate change.	pdf	green	1	1
597	in response to this the low carbon strategy puts forward a plan to achieve the island s sustainable development goals whilst meeting critical social development and poverty reduction targets.	pdf	green	1	1
598	the strategy begins by setting the development context for the island which documents the existing development plans and programs before analysing the policy legal and institutional elements of low carbon development.	pdf	green	1	1
599	following this the strategy identifies the rationale for climate change financing and investment and then documents the implementation plan for the council for environment climate change and development accountable for the delivery of the low carbon development strategy.	pdf	green	1	1
600	dominica low carbon climate resilient development strategy. transforming guyana s economy while combating climate change republic of guyana the low carbon development strategy of guyana entitled transforming guyana s economy while combating climate change  is the result of over a year of consultation within guyana and substantiated with input from the united nations and international climate change initiatives.	pdf	green	1	1
601	transforming guyana s economy while combating climate change pp.	pdf	green	1	1
602	building a low carbon indian economy confederation of indian industry the building a low carbon indian economy report by the confederation of indian industry recognises that although india is undergoing a phase of rapid industrial development there are clear signs that industry in india has adopted an approach that can help india leapfrog to a low carbon economy.	pdf	green	1	1
603	the report asserts that this can be done by adopting suitable policies to promote non carbon intensive fuels renewables and state of the art technologies to promote energy efficiency.	pdf	green	1	1
604	the strategy identifies priority areas with the potential to mitigate india s carbon emissions and put the country on the path to a low carbon economy.	pdf	green	1	1
605	these are renewable energy energy efficiency cleaner conventional energy technologies hydrogen fuel cells free and open markets green buildings the aviation sector water efficiency agriculture afforestation research development and financing.	pdf	green	1	1
606	the document concludes by providing specific actions to be undertaken by government industry and civil society independently that will put india on a path to a low carbon economy.	pdf	green	1	1
607	building a low carbon indian economy.	pdf	green	1	1
608	low carbon development options for indonesia world bank ministry of finance indonesia the report on low carbon development options for indonesia produced by the world bank in collaboration with the ministry of finance for indonesia puts forward a series of economic development options for indonesia that will help in the transition to a green economy.	pdf	green	1	1
609	the phase report recognises that sound environmental management reduction of greenhouse gas emissions and economic efficiency and growth are compatible goals.	pdf	green	1	1
610	this part of the study investigated the greenhouse gas emissions of the country as well as the economic policy instruments available for addressing climate change mitigation and adaption in indonesia.	pdf	green	1	1
611	low carbon development options for indonesia.	pdf	green	1	1
612	 united nations. a guide to the green economy opportunities for low carbon investment in tanzania an assessment of future emissions growth and low carbon reduction potential global climate adaptation partnership stockholm environment institute ukaid this report focuses on the potential for low carbon opportunities and the financing that could flow from such projects.	pdf	green	1	1
613	tanzania needs additional investment to facilitate growth that is more sustainable than the current pathway.	pdf	green	1	1
614	this could be achieved through using financing mechanisms that provide funding for projects and programmes where greenhouse gas ghg emissions reductions can be demonstrated.	pdf	green	1	1
615	in addition to reducing carbon many of these options could lead to more sustainable growth through protecting natural resources improving environmental quality delivering economic opportunities and reducing reliance on fossil imports.	pdf	green	1	1
616	opportunities for low carbon investment in tanzania an assessment of future emissions growth and low carbon reduction potential.	pdf	green	1	1
617	the uk low carbon transition plan hm government this white paper sets out the uk s transition plan for building a low carbon uk as part of the government s five point plan to tackle climate change cutting emissions maintaining secure energy supplies maximising economic opportunities and protecting the most vulnerable.	pdf	green	1	1
618	the plan will deliver emission cuts of on levels by and over a one third reduction on levels.	pdf	green	1	1
619	the uk low carbon transition plan national strategy for climate and energy.	pdf	green	1	1
620	 united nations. a guide to the green economy. a critique of emerging concepts whilst the concepts of green economy green growth and low carbon development have emerged from different sources through the work of different organisations and with different target audiences the distinctions among them have become blurred and they are now being used almost interchangeably.	pdf	green	1	1
621	a main driver behind the development of these concepts has been the move towards a more integrated and holistic approach to incorporating environment and development in economic decision making policy and planning.	pdf	green	1	1
622	whilst the terms green economy and green growth might imply a strong focus on the intersection between environment and the economy many of the definitions of these terms from recent publications clearly also incorporate a social emphasis see appendix.	pdf	green	1	1
623	a summary of key words from the full list of definitions in appendix is provided in table below categorised according to the three dimensions of sustainable development.	pdf	green	1	1
624	table keywords in published definitions of green economy and green growth dimension green economy green growth social economic human well being social equity socially inclusive reduced inequalities better quality of life social development equitable access addressing needs of women and youth.	pdf	green	1	1
625	well being socially inclusive access to basic commodities for the impoverished meeting demands for food production transport construction housing and energy.	pdf	green	1	1
626	growth in income and employment public and private investments resilient economy economic growth new economic activity.	pdf	green	1	1
627	economic growth and development technology and innovation environmentally sustainable economic progress more resilient sustained economic growth driver for economic growth new growth engines green technology new job opportunities qualitative growth rather than simply increasing gdp job creation or gdp growth.	pdf	green	1	1
628	protection and maintenance of natural assets and environmental services provision of resources and services low carbon using fewer resources and generating fewer emissions resource efficient cleaner climatic and environmental sustainability energy and resource efficient minimises pollution and environmental impacts resilient to hazards harmony between the economy and the environment environmental protection reduce ghg.	pdf	green	1	1
629	environmental reducing environmental risks and ecological scarcities low carbon resource efficient reduce carbon emissions and pollution enhance energy and resource efficiency prevent loss of biodiversity and ecosystem services within ecological limits of the planet environmental responsibility finite carrying capacity.	pdf	green	1	1
630	whilst this analysis is illustrative there is clearly significant overlap between the two concepts including language around growth and economic development environmental protection low carbon development resilience resource efficiency ecological sustainability human well being inclusiveness and equity.	pdf	green	1	1
631	in this regard low carbon development can be seen as a subset of both green growth and green economy.	pdf	green	1	1
632	importantly many definitions of green economy include a united nations. a guide to the green economy reference to ecological limits or planetary boundaries which are references to the scientific article which identifies nine planetary boundaries that define the safe operating space for humanity with respect to the earth system and associated with the planet s biophysical subsystems or processes see rockstrom et al .	pdf	green	1	1
633	interestingly this reference has not been included in definitions of green growth.	pdf	green	1	1
634	the international chamber of commerce propose a key difference between green growth and green economy i.e.	pdf	green	1	1
635	that green growth is a bottom up approach of greening products processes services technologies and supply chains compared with the top down approach of green economy which involves strategic macro economic policies addressing systemic challenges.	pdf	green	1	1
636	others highlight that green growth more so than the multidimensional concept of green economy represents a new global compromise position which may be seen as a weak step forward but one that has the potential to unite many different factions around a goal that many see as transformative atkisson .	pdf	green	1	1
637	overall the various definitions of green growth and green economy are generally consistent both having sustainable development as their ultimate objective and being a means to reconcile the economic and environmental pillars without ignoring social aspects world bank .	pdf	green	1	1
638	as such the distinction between the terms is probably of little relevance.	pdf	green	1	1
639	however the approaches to green economy and green growth can be seen to cover a spectrum of different shades of green  from narrow concerns about climate change on the one hand in line with initial approaches to low carbon growth  to larger critiques of the environmental sustainability of modern capitalism on the other green growth leaders .	pdf	green	1	1
640	in other words and from a scientific perspective the focus varies between addressing one of the planetary boundaries defined by scientists i.e.	pdf	green	1	1
641	climate change to more holistically addressing the wider range of resource and ecological limits and the general state of the planet.	pdf	green	1	1
642	of course green economy has not been without its critics.	pdf	green	1	1
643	criticisms raised include that the concept should not compete with or displace sustainable development and internationally agreed principles that it implies a focus on environmental and economic dimensions to the detriment of the social dimension that it will lead to the financialisation of nature as well as further concentration of market power and global inequality third world network  lander .	pdf	green	1	1
644	other risks associated with green economy include that it may attempt to treat countries in the same manner i.e.	pdf	green	1	1
645	be based on a one size fits all approach  that it may result in trade protectionism that through it some countries may attempt to gain enhanced market access for their products achieving commercial advantage and that it may place new conditionalities on developing countries for aid loans and debt relief khor .	pdf	green	1	1
646	critics have also highlighted its failure to do justice to the interdependent relationship between environment protection and inclusive economic and social development dagupta  khor  third world network .	pdf	green	1	1
647	in the context of rio  the relationship of green economy as a means to achieving broader sustainable development and poverty eradication was given a clear emphasis.	pdf	green	1	1
648	more recent references to an equitable green economy or inclusive green growth are clearly attempting more holistically to integrate the three dimensions of sustainable development for example see the no to the green economy campaign http nogreeneconomy.org en united nations. a guide to the green economy into these concepts to allay these concerns.	pdf	green	1	1
649	however it has also been pointed out that whilst this has been an important development if one follows this track the green economy concept would incorporate so many additional aspects that the concept would become equivalent to sustainable development itself in that sense why bother condezey .	pdf	green	1	1
650	perhaps a key benefit of the emergence of the green economy concept has been that it has stimulated international attention and renewed global efforts to transform our current unsustainable economic model into one which better aligns with the overarching goals of sustainable development.	pdf	green	1	1
651	importantly this has included efforts by international organizations major groups think tanks and researchers both supporters and critics alike to develop operational principles for green economy and green growth as well as the elaboration of policy toolkits and suites of measures that can be adopted by national governments to shift to a more sustainable economic framework.	pdf	green	1	1
652	there is also an emerging international practice as national governments in all regions adopt what could be classified as green economy policies with some countries taking a leading role in developing overarching national green economy strategies that integrate with long term development strategies.	pdf	green	1	1
653	in this regard the green economy and related concepts have succeeded in reinvigorating global debate on how to redefine our economic model to achieve the overarching agreed goal of sustainable development.	pdf	green	1	1
654	it is likely that the concepts of green economy and green growth will further converge in coming years and continue to gather momentum as more influential international organizations as well as national governments adopt the concepts into their programs and policy agendas.	pdf	green	1	1
655	during this process it will be critical that proponents of green economy effectively take onboard the concerns raised and address the risks associated with the concept.	pdf	green	1	1
656	the development of agreed green economy principles policy toolkits and databases of good practice will contribute in this regard.	pdf	green	1	1
657	 for example see recent publications by the world bank inclusive green growth the pathway to sustainable development the un emg working towards a balanced and inclusive green economy a united nations system wide perspective and the danish group building an equitable green economy.	pdf	green	1	1
658	 united nations. a guide to the green economy. appendix definitions of green economy and green growth concept definition green economy. one that results in improved human well being and social equity while significantly reducing environmental risks and ecological scarcities.	pdf	green	1	1
659	it is low carbon resource efficient and socially inclusive.	pdf	green	1	1
660	in a green economy growth in income and employment should be driven by public and private investments that reduce carbon emissions and pollution enhance energy and resource efficiency and prevent the loss of biodiversity and ecosystem services unep.	pdf	green	1	1
661	. a system of economic activities related to the production distribution and consumption of goods and services that result in improved human well being over the long term while not exposing future generations to significant environmental risks or ecological scarcities.	pdf	green	1	1
662	. an economy that results in improved human well being and reduced inequalities while not exposing future generations to significant environmental risks and ecological scarcities.	pdf	green	1	1
663	it seeks to bring long term societal benefits to short term activities aimed at mitigating environmental risks.	pdf	green	1	1
664	a green economy is an enabling component of the overarching goal of sustain able development unctad .	pdf	green	1	1
665	. green economy is a resilient economy that provides a better quality of life for all within the ecological limits of the planet.	pdf	green	1	1
666	green economy coalition . green economy is described as an economy in which economic growth and environmental responsibility work together in a mutually reinforcing fashion while supporting progress on social development.	pdf	green	1	1
667	international chamber of commerce .	pdf	green	1	1
668	. the green economy is not a state but a process of transformation and a constant dynamic progression.	pdf	green	1	1
669	the green economy does away with the systemic distortions and disfunctionalities of the current mainstream economy and results in human well being and equitable access to opportunity for all people while safeguarding environmental and economic integrity in order to remain within the planet s finite carrying capacity.	pdf	green	1	1
670	the economy cannot be green without being equitable danish group .	pdf	green	1	1
671	. the green economy involves largely new economic activities and must provide an important entry point for broad based black economic empowerment addressing the needs of women and youth entrepreneurs and offering opportunities for enterprises in the social economy government of south africa .	pdf	green	1	1
672	. green economy can be seen as a lens for focusing on and seizing opportunities to advance economic and environmental goals simultaneously.	pdf	green	1	1
673	rio objectives and themes of the conference uncsd  green growth. aims to foster economic growth and development while ensuring that natural assets and environmental services are protected and maintained.	pdf	green	1	1
674	the approach places a premium on technology and innovation from smart grid systems and high efficiency lighting systems to renewable energies including solar and geothermal power as well as on improving incentives for technology development and innovation global sustainability panel .	pdf	green	1	1
675	. fostering economic growth and development while ensuring that natural assets continue to provide the resources and environmental services on which our well being relies oecd .	pdf	green	1	1
676	. a policy focus for the asia pacific region that emphasizes environmentally sustainable economic progress to foster low carbon socially inclusive development unescap website.	pdf	green	1	1
677	is in general terms economic progress that fosters environmentally sustainable low carbon and socially inclusive development.	pdf	green	1	1
678	pursuing green growth involves outlining a path to achieving economic growth and well being while using fewer resources and generating fewer emissions in meeting demands for food production transport construction and housing and energy unescap .	pdf	green	1	1
679	is about making growth processes resource efficient cleaner and more resilient without necessarily slowing them.	pdf	green	1	1
680	development that is green which here means resources efficient  clean and resilient world bank  is the new revolutionary development paradigm that sustains economic growth while at the.	pdf	green	1	1
681	 united nations. a guide to the green economy same time ensuring climatic and environmental sustainability.	pdf	green	1	1
682	it focuses on addressing the root causes of these challenges while ensuring the creation of the necessary channels for resource distribution and access to basic commodities for the impoverished.	pdf	green	1	1
683	gggi website. green growth is growth that emphasises environmentally sustainable economic progress to.	pdf	green	1	1
684	. foster low carbon socially inclusive development.	pdf	green	1	1
685	the oecd definition is similar but emphasises also green investment as a driver for economic growth.	pdf	green	1	1
686	un desa rio objectives and themes of the conference it is growth that is efficient in its use of natural resources clean in that it minimises pollution and environmental impacts and resilient in that it accounts for natural hazards world bank .	pdf	green	1	1
687	is growth that is efficient in its use of natural resources clean in that it minimizes pollution and environmental impacts and resilient in that it accounts for natural hazards and the role of environmental management and natural capital in preventing physical disasters.	pdf	green	1	1
688	and this growth needs to be inclusive.	pdf	green	1	1
689	. defined as environmentally sustainable progress that fosters low carbon socially inclusive development government of cambodia .	pdf	green	1	1
690	. an emerging concept that recognises that environmental protection is a driver of global and national economic development.	pdf	green	1	1
691	it refocuses society on achieving qualitative growth rather than simply increasing gdp government of rwanda .	pdf	green	1	1
692	. means job creation or gdp growth compatible with or driven by actions to reduce greenhouse gases.	pdf	green	1	1
693	green growth leaders  	pdf	green	1	1
0	Average relative increase in memory consumption. 	efficiency	civic	1	1
1	For large numbers/data crunching, you can use libraries like Numpy, which gracefully handles memory management. 	efficiency	civic	1	1
2	Performance Testing is defined as a type of software testing to ensure software applications will perform well under their expected workload. 	efficiency	civic	1	1
3	Neural network architectures for resource constrained devices. 	efficiency	civic	1	1
4	Caching improves page load times and can reduce the load on your servers and databases. 	efficiency	civic	1	0
5	Security, safety and privacy challenges and building secure AI systems. 	efficiency	civic	1	0
6	Rollback segment - the amount of data that can rollback at any point in time. 	efficiency	civic	1	0
7	Database locks - locking of tables and databases needs to be monitored and carefully tuned. 	efficiency	civic	1	0
8	Some computer scientists point out that the efficiency or performance of software is decreasing when the hardware is becoming more powerful.  	efficiency	green	0	1
9	Some computer scientists point out that the efficiency or performance of software is decreasing when the hardware is becoming more powerful.  	efficiency	civic	1	0
10	Fix High RAM and CPU Usage of Windows 10 System. 	efficiency	civic	1	0
11	Private bytes - number of bytes a process has allocated that can't be shared amongst other processes. These are used to measure memory leaks and usage. 	efficiency	civic	1	0
12	Judiciously decide whether to load entire files into RAM. 	efficiency	civic	1	0
13	The average heap memory consumption after a minor collection. 	efficiency	civic	1	1
14	Memory manager internally ensures the management of this private heap. 	efficiency	green	0	1
15	Memory manager internally ensures the management of this private heap. 	efficiency	civic	1	0
16	Stability - Determines if the application is stable under varying loads. 	efficiency	green	0	1
17	Stability - Determines if the application is stable under varying loads. 	efficiency	civic	1	0
18	It is hard to overload the server with MaricutoDB. 	efficiency	green	0	1
19	It is hard to overload the server with MaricutoDB. 	efficiency	civic	1	0
20	This adds 15-20% of time overhead for training, but reduces feature map consumption from quadratic to linear. 	efficiency	green	0	1
21	This adds 15-20% of time overhead for training, but reduces feature map consumption from quadratic to linear. 	efficiency	civic	1	0
22	Memory management in Python involves a private heap that contains all Python objects and data structures. 	efficiency	civic	1	1
0	Memory efficient: uses roughly 500MB less GPU memory than mmdetection during training. 	efficiency	civic	1	1
1	The bottleneck has lowest throughput of all parts of the transaction path. 	efficiency	civic	1	1
2	Characterization of machine learning benchmarks and workloads. 	efficiency	civic	1	1
3	Control CPU and RAM usage from your system tray. 	efficiency	civic	1	0
4	For large numbers/data crunching, you can use libraries like Numpy, which gracefully handles memory management. 	efficiency	green	0	1
5	For large numbers/data crunching, you can use libraries like Numpy, which gracefully handles memory management. 	efficiency	civic	1	0
0	Supports the number of concurrent system users you require, at peak processing / enquiry times, with no degradation of system performance. 	efficiency	civic	1	1
1	Load testing is used to study the behavior of the application under specified loads. It also shows how an application will function when the majority of its users are logged in. 	efficiency	civic	1	1
2	This adds 15-20% of time overhead for training, but reduces feature map consumption from quadratic to linear. 	efficiency	civic	1	1
3	Remove unnecessary code or code that goes to redundant processing. 	efficiency	civic	1	1
4	A simple Python program may not cause many problems when it comes to memory, but memory utilization becomes critical on high memory consuming projects. 	efficiency	civic	1	1
5	Create programming code that ensures data integrity and consistency. 	efficiency	civic	1	1
6	Low-latency. 	efficiency	civic	1	1
7	Make use of reusable components wherever possible. 	efficiency	civic	1	1
0	It may seem intuitive to spawn several threads and let them execute concurrently. 	efficiency	civic	1	1
1	For such resource constrained environments, performance alone is never sufficient, requiring system designers to carefully balance performance with power, energy, and area. 	efficiency	civic	1	1
2	Then using the efficient search scroll API, the entire dataset that matches your query is streamed out to subscribers. 	efficiency	civic	1	1
3	On the other hand, Cassovary is intended to be easy to use in a JVM-hosted environment and yet be efficient enough to scale to billions of edges. 	efficiency	civic	1	0
4	Private bytes - number of bytes a process has allocated that can't be shared amongst other processes. These are used to measure memory leaks and usage. 	efficiency	civic	1	0
5	Modelling Optimization of Energy Efficiency in Buildings for Urban Sustainability. 	efficiency	civic	1	0
0	When retrieving data by row key and then by range, you get a fast and efficient access pattern due to minimal disk seeks – time series data is an excellent fit for this type of pattern. 	efficiency	civic	1	1
1	Cache-Control headers and gzip support to be as fast as possible. 	efficiency	civic	1	1
2	Fast Decoding in Sequence Models using Discrete Latent Variables. 	efficiency	civic	1	1
3	System should utilize processor capacity, disk space and memory efficiently.  	efficiency	civic	1	1
4	Maximum active sessions - the maximum number of sessions that can be active at once. 	efficiency	civic	1	1
5	Determine whether their software meets speed, scalability and stability requirements. 	efficiency	civic	1	1
6	A collection of recent methods on DNN compression and acceleration. There are mainly 5 kinds of methods for efficient DNNs. 	efficiency	civic	1	0
7	Efficiency attempts to measure the amount of productive code contributed by a software developer. 	efficiency	civic	1	0
8	Cycle time describes how long it takes to change the software system and implement that change in production. 	efficiency	civic	1	0
9	It can cluster millions of instances efficiently. 	efficiency	civic	1	0
10	DoctorKafka can also perform load balancing based on topic partitions\'s network usage, and makes sure that broker network usage does not exceed the defined settings. 	efficiency	civic	1	0
11	Load balancing and efficient task distribution techniques. 	efficiency	civic	1	0
12	Steppy is a lightweight, open-source, Python library for fast and reproducible experimentation. 	efficiency	civic	1	0
13	Older version was consuming too much memory. 	efficiency	civic	1	0
0	For efficiency evaluation, the constructed model has been tested on real-life data and it is shown that the constructed prediction model is more efficient than all previous models. 	efficiency	civic	1	1
1	Processor Usage - an amount of time processor spends executing non-idle threads. 	efficiency	civic	1	1
2	It may seem intuitive to spawn several threads and let them execute concurrently. 	efficiency	civic	1	1
3	This includes all sorts of active memory regions like code segment containing (mostly) program instructions (and occasionally constants), data segment (both initialized and uninitialized),heap memory, call stack, plus memory required to hold any additional data structures, such as symbol tables, debugging data structures, open files, shared libraries mapped to the current process, etc., that the program ever needs while executing and will be loaded at least once during the entire run. 	efficiency	civic	1	1
4	Images are cached to memory and to disk for super fast loading. 	efficiency	civic	1	1
5	Make use of optimal memory and nonvolatile storage. 	efficiency	civic	1	1
6	When it comes to improving the execution time of your multiple-task code, you may want to utilize multiple cores in the CPU to execute several tasks simultaneously.  	efficiency	civic	1	1
0	Speed - Determines whether the application responds quickly. 	efficiency	civic	1	1
1	Long-term memory effects on working memory updating development. 	efficiency	civic	1	1
2	It could be more than double the RAM requirements. 	efficiency	civic	1	1
3	Glide is a fast and efficient open source media management and image loading framework for Android that wraps media decoding, memory and disk caching, and resource pooling into a simple and easy to use interface. 	efficiency	civic	1	1
4	Support for indexing and fast querying over flexible tags for each time series/partition, just like Prometheus. 	efficiency	civic	1	1
5	For example, you might need to determine how long it will take to generate 100 image thumbnails from disk or how much memory a data structure will take. 	efficiency	civic	1	1
6	But the timeline of innovation, particularly in open source projects, is also clear and we want our users to understand the direction of flow of innovation in our space. 	efficiency	civic	1	1
0	Capable of processing even in big data scenarios. 	efficiency	civic	1	1
1	Larger numbers of elements increases management complexity, more sophisticated programming to allocate tasks among resources and handle issues such as throughput and latency across nodes, while some applications do not scale horizontally. 	efficiency	civic	1	1
2	That means that it’s super-performant because serialization-related code is typically generated at compile-time and inlined where it is needed in your code. 	efficiency	civic	1	1
3	This avoids computational bottlenecks while loading data. 	efficiency	civic	1	1
4	Superresolution using an efficient sub-pixel convolutional neural network. 	efficiency	civic	1	1
5	Provides configurable automation of system and business workflow processes. 	efficiency	civic	1	0
6	Python’s interpreter performs the memory management and users have no control over it.  	efficiency	civic	1	0
0	The performance and memory consumption will also be worse than running directly.	efficiency	civic	1	1
1	Supports your chosen operational set up eg whether using SaaS, running a Shared Service Centre, single or multiple sites. 	efficiency	civic	1	1
2	Efficient on-device learning techniques. 	efficiency	civic	1	1
3	The guidelines are focused on relatively higher-level issues, such as interfaces, resource management, memory management, and concurrency. 	efficiency	civic	1	1
4	The power consumption of the streaming media server can be obtained in real time by the virtual instrumentation software module described. 	efficiency	civic	1	1
5	Performance Testing is popularly called “Perf Testing” and is a subset of performance engineering. 	efficiency	civic	1	1
6	DoctorKafka can also perform load balancing based on topic partitions\'s network usage, and makes sure that broker network usage does not exceed the defined settings. 	efficiency	civic	1	0
0	Processed data will be written to disk before an operation returns. 	efficiency	civic	1	1
1	Make use of reusable components wherever possible. 	efficiency	civic	1	1
2	Deploy the performance tools for the development team. 	efficiency	civic	1	1
3	designed for highly concurrent, low-latency workloads such as dashboards and alerting. 	efficiency	civic	1	1
0	If you want to contribute to TensorFlow, be sure to review the contribution guidelines. This project adheres to TensorFlow's code of conduct. By participating, you are expected to uphold this code. 	efficiency	civic	1	1
1	The World's 10 Most Polluted PlacesRemote industrial towns, e-waste processing centers and the site of an infamous nuclear disaster top 2013's worst polluted	HuffPost_News	industrial	1	1
2	Y a mi, qué? Who Does the Civil Rights Movement Belong To?How can an exhibit in Brooklyn about the civil rights movement not include the history of the Young Lords, and the Puerto Rican political movement and the artists it inspired throughout the '60s and beyond?	HuffPost_News	civic	0	1
3	Landmark Majuro Declaration Could Determine Our Children's Future (Video)During the Pacific Island Forum, Australia, New Zealand and 13 Heads of State from other Pacific nations made a landmark declaration -- calling for the full phase-out of greenhouse gas pollution, acknowledging that current efforts to tackle climate change are insufficient.	HuffPost_News	green	1	1
4	Ecover, Come Clean About Using Extreme Genetic Engineering in Your ProductsFollowing in the footsteps of the chemical industry, the synthetic-biology industry is rushing its untested products to market before there is any regulation, oversight or even scientific understanding of the impacts this technology could have on ecosystems and human health.	HuffPost_News	green	1	1
5	Earth Day: How to Spin Toward a Healthier, Greener PlanetEach one of us has an important role to play in protecting planet Earth and safeguarding human health. Collaboration is urgently needed across governments, NGOs, businesses, communities, and individuals to ensure a healthier planet and a greener, cleaner world.	HuffPost_News	green	1	1
6	Captivating Wayanad, A Spicy Forest Hideaway In North KeralaWhile Kerala is renowned for its backwaters and the houseboats that cruise them, the terrain of its mountainous Western Ghats on the southern tip of the Deccan Plateau is spectacular too. Tangled jungle, intimate valleys and exposed ridges are interspersed with plantations and palm trees, and of course give shelter to a wide variety of animals.	HuffPost_News	green	1	1
